batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.72,0.13,1.1,-1.07,0.18,0.0008,0.0008,1450.38,PS,1,1,0.0,1
1,-0.758,-0.04,0.599,-0.959,0.226,0.009,0.004,1117.219,trust-constr,1,1,0.41,1
1,-0.82,0.23,1.0,-0.97,0.08,0.0,0.002,-605306176.104,SLSQP,1,1,0.0,1
