batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.65,0.11,1.44,-3.86,0.65,0.0016,0.0011,1304.45,PS,1,1,0.0,1
1,-0.724,0.17,1.271,-3.802,0.643,0.05,0.05,778.041,trust-constr,1,1,1.08,1
1,-0.75,0.21,1.34,-3.76,0.55,0.001,0.002,-1405.649,SLSQP,1,1,0.0,1
