batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.38,0.05,1.15,-4.47,0.69,0.0004,0.0003,1600.79,PS,1,1,0.0,1
1,-0.748,0.108,1.222,-4.148,0.642,0.0,0.0,1594.863,trust-constr,1,1,1.35,1
1,-0.48,0.15,1.05,-4.37,0.59,0.0,0.001,-708014388.288,SLSQP,1,1,0.0,1
