batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.94,0.14,1.43,-3.37,0.56,0.0011,0.0007,1401.06,PS,1,1,0.0,1
1,-1.034,0.161,1.312,-3.277,0.547,0.001,0.001,1394.767,trust-constr,1,1,1.01,1
1,-1.04,0.24,1.33,-3.27,0.46,0.0,0.002,-12992949.709,SLSQP,1,1,0.0,1
