batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.47,0.08,0.96,-4.39,0.78,0.0009,0.0009,1429.16,PS,1,1,0.0,1
1,-0.058,-0.039,1.087,-4.901,0.959,0.005,0.001,1295.907,trust-constr,1,1,1.22,1
1,-0.57,0.18,0.86,-4.29,0.68,0.0,0.002,-1720444.411,SLSQP,1,1,0.0,1
