batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,0.17,-0.03,1.05,-1.45,0.31,0.0054,0.0037,1023.43,PS,1,1,0.0,1
1,0.104,0.001,0.972,-1.351,0.206,0.007,0.05,842.581,trust-constr,1,1,0.21,1
1,0.276,-0.058,0.838,-2.568,0.608,0.006,0.004,1018.961,SLSQP,1,1,0.55,1
