batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.5,0.07,1.12,-1.83,0.29,0.0004,0.0005,1567.52,PS,1,1,0.0,1
1,-0.264,0.049,0.773,-1.836,0.245,0.0,0.001,1517.34,trust-constr,1,1,0.46,1
1,-0.6,0.17,1.02,-1.73,0.19,0.0,0.002,-1430776936.442,SLSQP,1,1,0.0,1
