batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,3.52,-0.83,0.75,-3.38,0.69,0.0059,0.0035,998.06,PS,1,1,0.0,1
1,3.217,-0.784,0.639,-3.184,0.679,0.006,0.004,995.683,trust-constr,1,1,1.15,1
1,3.068,-0.761,0.721,-7.0,1.551,0.007,0.003,995.779,SLSQP,1,1,0.27,1
