batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.98,0.18,1.56,-1.5,0.26,0.006,0.0026,1028.71,PS,1,1,0.0,1
1,-1.149,0.237,1.489,-1.412,0.171,0.008,0.05,817.993,trust-constr,1,1,1.05,1
1,0.245,-0.065,0.933,-5.103,1.127,0.006,0.003,1020.194,SLSQP,1,1,0.26,1
