batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-1.15,0.18,1.58,-1.97,0.34,0.0017,0.0013,1290.36,PS,1,1,0.0,1
1,-0.977,0.147,1.417,-1.68,0.441,0.05,0.05,777.751,trust-constr,1,1,1.47,1
1,-1.25,0.28,1.48,-1.87,0.24,0.001,0.002,-466716.059,SLSQP,1,1,0.0,1
