	start time: 2021-08-10 23:30:18.495993
2021_8_10_23_30,-0.82,0.03,1.2000000000000002,-0.9700000000000001,0.07999999999999999,0.000799,0.0008010000000000001, -477.6127876444725, 0.0022979608038058786
2021_8_10_23_30,-0.8200000149011611,0.03,1.2000000000000002,-0.9700000000000001,0.07999999999999999,0.000799,0.0008010000000000001, -477.61272935085594, 0.0022979608693261496
2021_8_10_23_30,-0.82,0.030000014901161193,1.2000000000000002,-0.9700000000000001,0.07999999999999999,0.000799,0.0008010000000000001, -477.6130147831618, 0.002297960547508967
2021_8_10_23_31,-0.82,0.03,1.2000000178813937,-0.9700000000000001,0.07999999999999999,0.000799,0.0008010000000000001, -477.61283807679064, 0.002297960745787818
2021_8_10_23_31,-0.82,0.03,1.2000000000000002,-0.9700000149011613,0.07999999999999999,0.000799,0.0008010000000000001, -477.612787605891, 0.0022979608038058786
2021_8_10_23_31,-0.82,0.03,1.2000000000000002,-0.9700000000000001,0.08000001490116118,0.000799,0.0008010000000000001, -477.6127878989475, 0.0022979608038058786
2021_8_10_23_31,-0.82,0.03,1.2000000000000002,-0.9700000000000001,0.07999999999999999,0.0007990149011611939,0.0008010000000000001, -477.6314782120216, 0.0022979608038058786
2021_8_10_23_31,-0.82,0.03,1.2000000000000002,-0.9700000000000001,0.07999999999999999,0.000799,0.0008010149011611939, -477.6301244447459, 0.0022979608038058786
2021_8_10_23_32,-0.8186887263915841,-0.008727874167516296,1.2181616604205503,-0.9749640555662519,0.1668633913063211,0.2585634331551555,0.24017099649308912, -551.2803664470639, 0.0028755321832533345
2021_8_10_23_32,-0.8186887412927453,-0.008727874167516296,1.2181616604205503,-0.9749640555662519,0.1668633913063211,0.2585634331551555,0.24017099649308912, -551.2803680962285, 0.002875532245405928
2021_8_10_23_32,-0.8186887263915841,-0.00872788906867749,1.2181616604205503,-0.9749640555662519,0.1668633913063211,0.2585634331551555,0.24017099649308912, -551.2803734439728, 0.002875532421175601
2021_8_10_23_32,-0.8186887263915841,-0.008727874167516296,1.2181616785725735,-0.9749640555662519,0.1668633913063211,0.2585634331551555,0.24017099649308912, -551.2803636289673, 0.002875532125390982
2021_8_10_23_32,-0.8186887263915841,-0.008727874167516296,1.2181616604205503,-0.9749640704674131,0.1668633913063211,0.2585634331551555,0.24017099649308912, -551.2803664391938, 0.0028755321832533345
