batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.65,0.11,1.44,-3.86,0.65,0.0016,0.0011,1304.45,PS,1,1,0.0,1
1,-0.008,0.062,0.898,-4.089,0.719,0.05,0.05,777.892,trust-constr,1,1,0.28,1
1,-0.75,0.01,1.54,-3.76,0.55,0.002,0.001,660.495,SLSQP,1,1,0.0,1
2,0.114,0.012,1.428,-3.687,0.514,0.05,0.05,769.18,trust-constr,0,1,0.47,1
2,-0.446,0.123,1.001,-4.511,0.811,0.002,0.001,1306.097,SLSQP,0,1,0.32,1
3,-1.343,-0.576,0.52,-1.901,0.815,0.02,0.01,524.638,trust-constr,1,0,1.0,1
3,-0.853,0.138,1.395,-7.0,1.189,0.002,0.001,849.286,SLSQP,1,0,0.02,1
4,-6.996,-0.447,0.079,-6.956,4.881,0.01,0.02,741.676,trust-constr,0,0,0.39,1
4,-0.363,0.098,1.025,-4.706,0.811,0.002,0.001,863.199,SLSQP,0,0,0.05,1
