batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,3.52,-0.83,0.75,-3.38,0.69,0.0059,0.0035,998.06,PS,1,1,0.0,1
1,2.899,-0.618,1.273,-3.318,0.586,0.008,0.003,993.402,trust-constr,1,1,0.98,1
1,2.809,-0.699,0.635,-7.0,1.579,0.007,0.004,996.408,SLSQP,1,1,0.29,1
2,1.14,-0.212,1.679,-3.584,0.673,0.005,0.049,841.692,trust-constr,0,1,1.38,1
2,3.42,-0.93,0.85,-3.28,0.59,0.006,0.004,-13886.629,SLSQP,0,1,0.0,1
3,4.819,-1.193,0.379,-6.974,1.632,0.006,0.005,743.664,trust-constr,1,0,1.39,1
3,4.814,-1.192,0.38,-7.0,1.638,0.006,0.005,743.68,SLSQP,1,0,0.07,1
4,0.354,-0.059,0.952,-4.739,0.923,0.01,0.003,643.362,trust-constr,0,0,0.74,1
4,3.42,-0.93,0.85,-3.28,0.59,0.006,0.004,-14140.011,SLSQP,0,0,0.0,1
