batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-1.78,0.25,2.2,-1.86,0.15,0.0024,0.0023,1161.84,PS,1,1,0.0,1
1,-1.853,0.238,2.285,-1.745,0.012,0.002,0.002,1150.373,trust-constr,1,1,0.88,1
1,-1.791,0.258,1.929,-3.964,0.836,0.003,0.002,1150.408,SLSQP,1,1,0.29,1
2,-1.823,0.312,1.356,-2.974,0.653,0.05,0.05,740.578,trust-constr,0,1,1.25,1
2,-0.83,0.194,1.143,-2.713,0.526,0.002,0.002,1172.925,SLSQP,0,1,0.13,1
3,-1.469,0.183,1.979,-6.005,1.064,0.003,0.002,726.645,trust-constr,1,0,0.32,1
3,-1.469,0.183,1.979,-6.006,1.064,0.003,0.002,726.645,SLSQP,1,0,0.04,1
4,-7.0,0.265,0.029,-7.0,4.911,0.022,0.05,671.55,trust-constr,0,0,0.62,1
4,-0.834,0.189,1.231,-2.719,0.498,0.002,0.002,756.167,SLSQP,0,0,0.03,1
