batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.5,0.07,1.09,-4.88,0.81,0.0007,0.0006,1461.71,PS,1,1,0.0,1
1,-0.334,0.061,1.17,-4.861,0.762,0.05,0.05,810.015,trust-constr,1,1,1.08,1
1,-0.13,-0.094,1.273,-4.94,1.199,0.001,0.001,1369.315,SLSQP,1,1,0.02,1
2,-0.37,0.062,1.138,-4.784,0.755,0.05,0.05,810.117,trust-constr,0,1,1.08,1
2,-0.244,0.03,0.76,-4.19,0.678,0.001,0.001,1392.194,SLSQP,0,1,0.03,1
3,-0.837,0.137,1.048,-2.182,0.375,0.001,0.001,991.774,trust-constr,1,0,0.82,1
3,-0.334,-0.008,1.205,-4.882,1.232,0.001,0.001,913.654,SLSQP,1,0,0.01,1
4,-6.999,-0.104,0.056,-7.0,4.911,0.05,0.026,650.482,trust-constr,0,0,0.88,1
4,-0.6,-0.03,1.19,-4.78,0.71,0.001,0.001,-794.961,SLSQP,0,0,0.0,1
