batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.5,0.07,1.12,-1.83,0.29,0.0004,0.0005,1567.52,PS,1,1,0.0,1
1,-0.402,0.034,1.065,-1.545,0.197,0.05,0.05,844.0,trust-constr,1,1,1.06,1
1,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,0.765,SLSQP,1,1,0.0,1
2,-0.441,-0.09,0.899,-1.105,0.225,0.05,0.05,844.341,trust-constr,0,1,1.02,1
2,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-132.974,SLSQP,0,1,0.0,1
3,-0.588,-1.34,0.311,-1.607,0.798,0.05,0.05,414.881,trust-constr,1,0,0.46,1
3,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-502.162,SLSQP,1,0,0.0,1
4,-1.052,-1.305,0.304,-1.621,0.838,0.05,0.05,419.621,trust-constr,0,0,0.71,1
4,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-636.2,SLSQP,0,0,0.0,1
