batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.47,0.06,1.65,-2.82,0.45,0.0012,0.001,1332.3,PS,1,1,0.0,1
1,-0.844,0.09,1.713,-2.895,0.537,0.001,0.001,1316.927,trust-constr,1,1,1.1,1
1,-1.288,0.195,1.634,-4.026,0.673,0.001,0.001,1329.77,SLSQP,1,1,0.23,1
2,-0.518,0.035,1.744,-2.72,0.339,0.001,0.05,1036.321,trust-constr,0,1,1.14,1
2,-0.453,0.109,1.036,-5.267,0.734,0.002,0.002,1306.37,SLSQP,0,1,0.03,1
3,-1.295,0.182,1.773,-6.064,0.976,0.001,0.001,875.164,trust-constr,1,0,0.63,1
3,-1.295,0.182,1.773,-6.068,0.977,0.001,0.001,875.164,SLSQP,1,0,0.06,1
4,-0.57,0.112,1.317,-3.902,0.658,0.001,0.001,892.299,trust-constr,0,0,1.54,1
4,-0.626,0.146,1.09,-4.471,0.823,0.001,0.001,878.932,SLSQP,0,0,0.03,0
