batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.98,0.18,1.56,-1.5,0.26,0.006,0.0026,1028.71,PS,1,1,0.0,1
1,-0.879,0.178,1.645,-1.544,0.177,0.05,0.05,681.409,trust-constr,1,1,0.98,1
1,-0.29,0.037,1.419,-6.771,1.435,0.006,0.003,1032.624,SLSQP,1,1,0.18,1
2,-0.946,0.182,1.132,-2.029,0.61,0.05,0.05,684.737,trust-constr,0,1,0.95,1
2,-0.005,0.028,0.973,-4.964,1.041,0.006,0.003,1035.033,SLSQP,0,1,0.15,1
3,6.367,-1.981,0.076,-5.158,1.582,0.017,0.05,597.661,trust-constr,1,0,0.76,1
3,1.185,-0.305,0.98,-7.0,1.59,0.005,0.003,698.192,SLSQP,1,0,0.06,1
4,0.102,-0.011,1.058,-5.517,1.19,0.006,0.003,692.039,trust-constr,0,0,0.63,1
4,0.102,-0.011,1.058,-5.518,1.19,0.006,0.003,692.039,SLSQP,0,0,0.03,1
