XLAM,CDS1Y,CDS1X,CDS1XP,CDS3,CDS3X,CDS3XP,CDS5,CDS5X,CDS5XP
0.024903889192391462,0.033125,0.027575741515922143,0.014724243761341141,0.0685,0.0685,0.012989231786528097,0.07875,0.08896864850996085,0.012461926339108913
0.023822531429815733,0.02475,0.0248200576515534,0.01439584109418636,0.0605,0.0605,0.012840013682146701,0.071,0.07965520601365375,0.012363833487853602
0.02177700844210584,0.01875,0.02005435561219274,0.013757945721555153,0.04475,0.04475,0.012554106955927093,0.0515,0.05988618875923585,0.012182396996219716
0.02184256254230008,0.018,0.02019618333019924,0.013778893773072488,0.04525,0.04525,0.012563552073866887,0.0545,0.060515583258781744,0.012189018005900146
0.021008097532997285,0.01325,0.018419542140349746,0.013511989440485428,0.039,0.039,0.012441042441186398,0.05025,0.052392987863571536,0.012106859107186538
0.020537504362662662,0.0135,0.017458828765155827,0.013359959394728237,0.0355,0.0355,0.012372858105455048,0.04925,0.04762445341901764,0.012064941124044729
0.020546744106558344,0.0137398,0.017476510515852767,0.013363337719793979,0.035453899999999997,0.035453899999999997,0.012378635112587234,0.047418699999999994,0.04743751964345232,0.012073745874507786
0.02068808044811111,0.0147409,0.017764486585536587,0.013409174929240056,0.036463800000000005,0.036463800000000005,0.01240065176837236,0.051928699999999994,0.04879253064391198,0.012088500174465966
0.020436390988075252,0.013740299999999999,0.017253269678037034,0.013327340364543971,0.0347076,0.0347076,0.012359836344182635,0.0479245,0.046494729243749304,0.012058964078081668
0.020581468626110374,0.0129904,0.017547185345827703,0.013374633248345875,0.0357036,0.0357036,0.012384036114871162,0.0476727,0.04779844461172478,0.012076678095218583
0.02025102029081795,0.011328,0.016896421448017545,0.013266990612477415,0.0333051,0.0333051,0.01233653847061589,0.044119599999999995,0.044529150396293966,0.012046607167120364
0.02071791881046737,0.016988800000000002,0.017825950685651338,0.013418620915265758,0.036706199999999994,0.036706199999999994,0.012404097934465341,0.045181,0.04915129934366148,0.01208951509533698
0.020548536327179276,0.011742299999999999,0.017480110162523297,0.01336394128572446,0.0354607,0.0354607,0.012379181575029714,0.0476834,0.04748754560424295,0.012073152588525014
0.019338601505167995,0.0084962,0.01518613974272686,0.012965189919574792,0.027147700000000004,0.027147700000000004,0.012196205034454562,0.034866,0.03595623631006946,0.011955060636382044
0.02084646883921481,0.0151195,0.018088738182970375,0.013460027356944541,0.0377245,0.0377245,0.012420404973882651,0.0490833,0.05059310596255258,0.01209702911065915
0.021719398031150063,0.020241099999999998,0.019925152250101292,0.01374076326937898,0.044091000000000005,0.044091000000000005,0.012554072410540039,0.05519930000000001,0.058929706994941704,0.01218801928344625
0.02086003837641557,0.0139911,0.01811211178238709,0.013465912683792276,0.0376272,0.0376272,0.012430398929957615,0.0494395,0.050343190173847585,0.012109672363969478
0.02043011976408492,0.011745,0.017236372459002103,0.013327240471169679,0.034473500000000004,0.034473500000000004,0.012367350505493143,0.0460845,0.04611907576557186,0.012068515497332585
0.020216579143406237,0.013,0.016827400324288255,0.013257054366875711,0.033,0.033,0.012334721775249356,0.04475,0.04410056820010101,0.012046773035458634
0.019989210521021372,0.0108333,0.016392810084764182,0.013181929690682603,0.0314667,0.0314667,0.012298289612318474,0.042633300000000006,0.042021353222453026,0.012021308867801197
0.019487086421988688,0.0095,0.015450906530637836,0.013016303218799543,0.028033299999999997,0.028033299999999997,0.012223309722623168,0.039066699999999996,0.03724693178269467,0.011973064103173312
0.018277694295723686,0.00925,0.013347454036257336,0.012608758349868295,0.020575,0.020575,0.012035368001174494,0.031875,0.026542814665251054,0.01185247678851192
0.0186487502281169,0.007875,0.013972678122821158,0.012735182049149276,0.022725,0.022725,0.012095501294077953,0.0341,0.029646435340333975,0.011892331959666633
0.018437638032710882,0.00725,0.013616882391170995,0.012663637146205595,0.0214875,0.0214875,0.012062325010931726,0.0329875,0.02787071824573296,0.011870361019403987
0.018215008949783076,0.00575,0.013241744162707701,0.012588156199106446,0.0201667,0.0201667,0.012028078798834097,0.030933299999999997,0.02595780886223944,0.011848543516327468
0.01993250779287,0.0094375,0.016280369944756075,0.013165204808001402,0.03095,0.03095,0.01229590671085818,0.0417625,0.04131255876579548,0.01202187403290201
0.019594674589091355,0.0075,0.015641445831460002,0.013053932108142454,0.0286125,0.0286125,0.012245812900087527,0.0403375,0.03805278435310363,0.01199030779714177
0.01806278417404063,0.0063333,0.01299774640780569,0.012536088823938014,0.0193306,0.0193306,0.012004916437551447,0.0310806,0.0247321119568586,0.011833948528628385
0.017719961451398897,0.0053125,0.012456115961416228,0.012417579173784962,0.0175409,0.0175409,0.011949508646046577,0.029207599999999997,0.022091244672106998,0.011797981654933946
0.017298409373580705,0.0046,0.011808266968806897,0.012270934915014213,0.015455200000000002,0.015455200000000002,0.011881201326085621,0.0267427,0.01898884845510556,0.01175397069708284
0.01727296447772073,0.0046875,0.011770988672973312,0.012262237220947955,0.0153252,0.0153252,0.011878000653031722,0.025739799999999997,0.018782433504533125,0.011752770554458933
0.016168871472546323,0.0041,0.01019193657521048,0.011870468512840819,0.0106947,0.0106947,0.011693946767619687,0.0190864,0.011783253117886422,0.011633859594785257
0.01691024715203063,0.005025,0.011233719420905047,0.012134895987535938,0.0136643,0.0136643,0.011818611060905104,0.0228643,0.016289544841482484,0.011714533065607673
0.015974094794983837,0.00365,0.009938110744208657,0.011799857941798938,0.0100433,0.0100433,0.011661189990966065,0.0178966,0.010781639375023558,0.011613241454404904
