XLAM,CDS1Y,CDS1X,CDS1XP,CDS3,CDS3X,CDS3XP,CDS5,CDS5X,CDS5XP
0.026658597247466588,0.023,0.029248059541790224,0.021901866260379217,0.044,0.044,0.025158686078526588,0.05825,0.05511078693666525,0.03227072561085279
0.029645944830645622,0.026,0.03243992431353554,0.0239451668405741,0.048,0.048,0.02734331659756823,0.06175,0.05941826582203423,0.03527948081240282
0.022309844882090413,0.01825,0.024558468082286913,0.018877811254151874,0.038,0.038000000000000006,0.022003275296665084,0.049833300000000004,0.04864772608960686,0.028103302319746615
0.020572963636819538,0.01685,0.022669757184952614,0.017648956639148144,0.0355,0.0355,0.02073478302989093,0.0456667,0.04587525547186963,0.026437125919302626
0.021185833481183188,0.015269999999999999,0.023338173945276302,0.01808446001097093,0.036425,0.036425,0.02119296366105873,0.0455,0.047015414849135725,0.027106213389370824
0.018892948180278715,0.01342,0.020836811195668572,0.01644688451547462,0.033055,0.033055,0.019508638024565126,0.044,0.04322121616670575,0.02489750192540951
0.017835325974433894,0.012334999999999999,0.019676484533544487,0.0156810902036562,0.0314,0.0314,0.01870808340053631,0.0418125,0.04121024615128169,0.023784209464302195
0.018079839293203254,0.014085,0.019943747452840204,0.015858485517722308,0.03175,0.03175,0.01888410576554632,0.041625,0.04159531641753688,0.024001938621379646
0.01941586691403861,0.0150667,0.021407672251228527,0.01682229207313331,0.0338,0.0338,0.019885267726503415,0.0428167,0.04398419623379514,0.025339350183845696
0.023854916804591918,0.0215,0.026228976036508346,0.019959913948374916,0.040125,0.040125,0.023113996620729896,0.050083300000000004,0.05088567072245551,0.029509644497939948
0.020371980078803968,0.019632,0.02244781259216195,0.017505263031559904,0.0351327,0.0351327,0.020568137899739682,0.04375,0.045406302763766455,0.026178564762258758
0.02225405013210216,0.0213987,0.024496247916248298,0.018838264617248503,0.037866500000000004,0.037866500000000004,0.02194842819554769,0.0455833,0.04842457945223442,0.027979215763524763
0.025589675656099865,0.025519999999999998,0.02809931021368009,0.021164421597943905,0.04252,0.04252,0.024374630578552492,0.0506833,0.05349064555193195,0.031197460510798206
0.026749889956725635,0.02875,0.0293467567005501,0.021964880533585446,0.044125,0.044125,0.02522526604730802,0.0516,0.055237940633958135,0.032355835813558116
0.024438089258467362,0.027419799999999998,0.02686006524757057,0.020366052670600397,0.0409775,0.0409775,0.023549207707474807,0.0484375,0.05189834552525305,0.030148728001052966
0.025500154660827758,0.028375,0.027998864027296934,0.02110177578448815,0.042333300000000004,0.042333300000000004,0.024293320736374142,0.05125,0.053228747808093946,0.03104252090631769
0.023984900819028376,0.0241,0.02636188980607518,0.0200491421672833,0.0402202,0.0402202,0.02318671722975139,0.04905,0.05091377995170869,0.029552926266822543
0.020446785363285553,0.0194475,0.02252147788082225,0.017556802060220117,0.0351847,0.0351847,0.020608209326254918,0.0464375,0.04541494917811993,0.0261980647047457
0.018483842131991182,0.0158,0.02037810818278,0.016148515844095893,0.0323,0.0323,0.019168188719832883,0.0437,0.042218935654525724,0.024364333017333303
0.01984426528759819,0.0173,0.02186673807665583,0.01712704347026745,0.03435,0.03435,0.02017895152817573,0.0457875,0.04457294176941448,0.025698276881354627
0.02392488594329071,0.02275,0.02629389335604517,0.02000676501250774,0.0401667,0.0401667,0.023151833889998766,0.0504625,0.050982132103542604,0.029589159228422316
0.023742340979841972,0.020525,0.02609627014923923,0.01987913817264349,0.039925,0.039925,0.02302259599780028,0.050925,0.050720644678254045,0.02942182132312039
0.021943017590404484,0.018,0.024143998913419604,0.01861596567995688,0.0373333,0.0373333,0.021699783208376254,0.04821,0.04783909785070574,0.027648186437679762
0.017063013610018732,0.012475,0.018816431995042536,0.015114457835440888,0.03015,0.030149999999999996,0.018113247819535716,0.0413125,0.039852093398463684,0.023058509614461393
0.013736703022409261,0.01005,0.015153612437510016,0.012642227584477939,0.02495,0.02495,0.01559756381526683,0.0357714,0.03385687738951386,0.019916644024890993
0.016611730702520405,0.0136375,0.018317649439852767,0.014782796794700726,0.029416700000000004,0.029416700000000004,0.017764389890587783,0.0412357,0.03898175049170331,0.022596379854963683
0.017959090419007572,0.0145833,0.019793436928830878,0.015765719100366178,0.0314375,0.0314375,0.01876008501406285,0.0424357,0.041255847761325876,0.0238438368324266
0.01479323718946725,0.0115875,0.01631636927124789,0.013435572357702827,0.0266,0.0266,0.016396841655917968,0.03745,0.03577491382157348,0.020902470351750285
0.01595954247181981,0.013435800000000001,0.017600399336732492,0.014302270293828384,0.028425,0.028425,0.017279318272766103,0.0399875,0.03789766433019363,0.02201525446806581
0.016597132876824832,0.014613,0.018299949721140147,0.014771542950081644,0.029405700000000003,0.029405700000000003,0.01775683544933092,0.0413667,0.03903060955599773,0.02262185397491085
0.015891813794392067,0.0133096,0.01752209301113441,0.014250931611519784,0.028288499999999998,0.028288499999999998,0.017219374551997783,0.04027,0.03769891900442092,0.021915655543023764
0.012460117428456246,0.007800799999999999,0.013738262453640241,0.011667177785902344,0.022868,0.022868,0.01460184290588299,0.0342214,0.031408880147291277,0.018697606470265745
0.012924810662613377,0.0094208,0.014250007618111885,0.012022376464366089,0.023593799999999998,0.023593799999999998,0.01495474688779042,0.034785699999999996,0.03223920702651343,0.019112281882683012
0.009470058018817167,0.0060667,0.01042282336379547,0.009317880104699732,0.0178375,0.0178375,0.012188887528882758,0.02795,0.025272471628626933,0.015756643456824614
0.008910814824287261,0.0059,0.00980208773089768,0.008865723133676853,0.016875,0.016875,0.011722458380209808,0.0268625,0.024089257433657228,0.015206143356826938
