XLAM,CDS1Y,CDS1X,CDS1XP,CDS3,CDS3X,CDS3XP,CDS5,CDS5X,CDS5XP
0.0043611512180089474,0.0055,0.005310388116649028,0.004252396359937336,0.0088,0.0088,0.0047132281242081644,0.0104125,0.011471703423561502,0.0047978948394758695
0.005865222667968482,0.008,0.006928314431060214,0.005245965080121482,0.0109,0.0109,0.005403154169720322,0.01305,0.013719658636685636,0.005302366013388388
0.004494541472929386,0.007,0.005456436337997456,0.004343953764297811,0.009,0.009,0.004778779091461647,0.0105,0.011695400366246509,0.004846360453635455
0.004494647585575637,0.007,0.0054564281760738405,0.004343985787892712,0.009,0.009,0.004778812516545352,0.01085,0.011690859758468895,0.004846296007688272
0.0036455362688367025,0.005425,0.004521276558884149,0.0037487489076774598,0.00775,0.00775,0.004351978481850405,0.0099167,0.01035796751705594,0.004532594067686843
0.003827962186667919,0.0054375,0.004723970794816286,0.003879502966856788,0.008025,0.008025,0.004446968041147721,0.0101333,0.010649268256471275,0.004602207693645484
0.004347667449808561,0.006025,0.005295537686273968,0.004243093506850462,0.008775,0.008775,0.0047061118405918815,0.011083299999999999,0.011427233302356267,0.004792169832116125
0.004146176589815248,0.0056333,0.005074404194096345,0.004103449896568785,0.008475,0.008475,0.004605777968778594,0.01095,0.011099643541958132,0.004717747543362374
0.0037944291988805446,0.00525,0.004686650735381586,0.0038555791274228718,0.0079667,0.0079667,0.004428638715759345,0.0105333,0.010567890944992038,0.00458758287029503
0.0035128651744538537,0.007025,0.00437245613720842,0.0036522388294645213,0.007525,0.007525,0.004278078652352914,0.01015,0.010067187814196148,0.004474437384144759
0.0035222801438749324,0.00475,0.00438269968311316,0.003658976116493365,0.0075333,0.0075333,0.0042820840023240405,0.010225,0.010075877265086615,0.004477279795027481
0.0033683027989733815,0.00425,0.0042105254778368245,0.0035462610511771803,0.0073,0.0073,0.004199509176767915,0.0095,0.00981842341295168,0.004415722539428504
0.0032406555768456453,0.0046667,0.004066737296051353,0.003451590985425553,0.0071,0.0071,0.0041290047537645815,0.009675,0.009599068406166039,0.004363192541105458
0.003579281473413117,0.004125,0.004446928005172872,0.003700555785714635,0.0076333,0.007633299999999999,0.004314518186681318,0.009875,0.010196260655707034,0.004502363284074804
0.0026403961568328676,0.004,0.0033828011098711586,0.002991906818882959,0.0061332999999999995,0.0061332999999999995,0.003780801500918678,0.00875,0.008523486261070261,0.004103048669531513
0.003414433581089605,0.004023,0.004261408571344532,0.003579785118165391,0.0073584,0.007358399999999999,0.004222273466373084,0.0098,0.009873146631557505,0.004431700269355011
0.0022648312305275104,0.0031666999999999997,0.0029453014572196727,0.0026886925121797794,0.0054667000000000006,0.0054667,0.0035360798357366016,0.00775,0.007721640147943869,0.003910718484183542
0.0013901966577042927,0.00275,0.0018976563659734973,0.00192098681703262,0.0038375,0.0038375000000000006,0.0028933130443239597,0.0061167,0.005777777061241673,0.003411282168942821
0.0011471491773771838,0.0018059999999999999,0.0015958697335667605,0.001684885002853214,0.0033375,0.0033375,0.002681632460866801,0.0051625,0.005156372538603132,0.0032441605696529796
0.0010655084534361707,0.0016817,0.0014933199993069717,0.0016026241466393166,0.0031675,0.0031675,0.0026080893789126825,0.0048375,0.004950220297815168,0.0031889944426684064
0.0009555929400830958,0.0014325,0.0013533782076455547,0.0014883008131367204,0.0029230000000000003,0.0029230000000000003,0.002499286790613887,0.0047667000000000005,0.00463701720014489,0.003101920561766648
0.000900520388958162,0.0013312999999999999,0.0012827457775053202,0.0014296785486025074,0.0028,0.0028000000000000004,0.0024439168399669107,0.00405,0.004476317990089561,0.0030572437983552333
0.0006514949002051251,0.0013086999999999999,0.0009568573993236086,0.0011492805140006271,0.0021984,0.0021984,0.0021592784106300496,0.0035,0.0036617893061441737,0.0028195297802550033
0.000700328612764635,0.0011863,0.001021519359515494,0.001206285501830085,0.0023206,0.0023206,0.0022186203151693205,0.0031166999999999996,0.0038337885623743627,0.002871001289587326
0.0006631570047247754,0.0011535,0.0009721293882484916,0.0011627187850171646,0.0022264,0.0022264,0.0021724855603502524,0.00303,0.0037050440310883856,0.0028323738783665783
0.0008590323982406712,0.001433,0.0012284694708221825,0.0013839549149894036,0.0026931999999999998,0.0026931999999999998,0.0023930809999080454,0.00432,0.0043282489716330004,0.003011573219520407
0.000987552995021891,0.0012955,0.0013930804163141289,0.0015207128693418936,0.0029806999999999998,0.0029806999999999998,0.002523272071698677,0.00554,0.00470141662254657,0.0031160880735960567
0.0010889901826655686,0.001458,0.0015216433945165636,0.0016252419349370982,0.0032056999999999997,0.0032056999999999997,0.002623233152660279,0.00566,0.004999558942806226,0.003199822624270793
0.0011018604061875852,0.0011864,0.0015378775473872416,0.0016382787835809297,0.0032346,0.0032346,0.0026359476826207304,0.00525,0.005040009882071822,0.0032112245201639696
0.0011737109547087388,0.001375,0.0016279142240149995,0.001710188796208806,0.0033875,0.0033875,0.002702244680403032,0.0048667,0.005236610783416474,0.0032648668395510944
0.0009069521625153518,0.001275,0.0012896853862829046,0.0014351066991592247,0.0028,0.0028,0.0024414313642859703,0.00472,0.004470324091519118,0.0030511183763755724
0.0008258577801660398,0.00115,0.0011851144887708221,0.001347155103995153,0.0026167,0.0026167,0.002357515707662846,0.00365,0.004233658381906984,0.002985038122879685
0.0008564780334672411,0.0013167,0.0012244902915582007,0.0013803933350163646,0.0026833,0.0026833,0.0023876206496324815,0.0040688,0.004316900656824914,0.003007143213071408
