1550.833	207.667	147	85	787.5	104.125	108	124.667	259	582.5	50.375	343.75	168	125.25	827.5
1383.333	236.667	152.5	85.75	710	130.5	162.5	139.167	236.667	617.5	62.25	348.75	170.25	130	1281.25
976.667	225	120.25	36.75	515	105	99.875	105.625	163.333	498.333	54.125	296.25	153.5	77.5	916.25
945	209.333	116.5	33.75	545	108.5	85.875	94.75	171.5	456.667	48.5	262.5	135	68.667	880
885.833	207.5	115	32.5	502.5	99.167	92.167	92.667	179	455	49.667	259.5	145.25	61.375	913.125
866.667	187.5	107.5	26.167	492.5	101.333	89	85.333	159	440	42	258.833	138.75	54.5	785
770.848	188	95.798	24.333	474.187	110.833	72.8	68.875	162.5	418.125	40	240	138.375	42.875	701.25
765.005	186.875	84.85	24.333	519.287	109.5	68.6	55.625	139.5	416.25	40	242.667	131	38.5	616
634.707	161.497	66.377	23.333	479.245	105.333	68.833	48.25	139.333	428.167	44.33	227.584	117.5	30.667	448.122
505.815	150.158	58.398	26.167	476.727	101.5	70.4	44.5	123	500.833	41.333	227.252	102.5	29.75	402.437
403.919	127.75	53.6	29	441.196	102.25	48.5	36	122.167	437.5	42.375	201.25	105.5	29	322.5
492.894	120	49.94	31.167	451.81	95	60.5	41.375	117.667	455.833	35.75	189.125	110	37.25	347.5
601.193	128.5	49.944	33	476.834	96.75	53.167	42.667	110.667	506.833	36	200.333	113.333	42.333	383.375
573.424	112	43.947	35.25	348.66	98.75	52.917	42.875	109.25	516	31	189.75	105.75	39.75	358.75
742.284	124.333	46.621	41	490.833	87.5	64.417	49.417	142.764	484.375	27.833	245.2	112.875	43.25	445.75
805.419	142.25	53.609	39.833	551.993	98	61	50.875	154.5	512.5	35.25	260.25	130.75	45.25	593.625
706.941	91.333	49.919	37.375	494.395	77.5	54.375	46.833	146.345	490.5	26	245.75	120	44.167	546.667
610.833	68.125	45.947	33.417	460.845	61.167	49.65	40.4	130.167	464.375	21.125	249.5	118.5	40.75	448.833
486	61.875	42.25	30.2	447.5	51.625	38.85	35.688	103.25	437	17.5	221.333	99.25	35.125	358
443.125	54.833	29.25	32.25	426.333	48.375	39	35.5	104.25	457.875	18.125	221.5	92.875	36.5	348.125
436	50.5	30.25	28.375	390.667	47.667	32	31.8	99.625	504.625	17.75	177.5	76.5	33.625	337.5
363.6	40.083	27.5	23.5	318.75	40.5	30	26.2	93.6	509.25	16.375	158.893	57.375	32	286.417
304.5	32	23.167	26.5	341	35	32	25.75	79.833	482.1	15	139	56.833	33.5	232.214
