48.941	11.625	10.792	6.5	55.81	11.751	12.318	10.625	29	75.458	8.376	35.555	22.333	29.32	106.375
41.475	8.333	10.25	6.167	49.5	11.501	10.675	8.5	24.5	64.4	5.168	31.875	19	24.66	101.668
38.555	8.275	10.45	6.833	46.467	10.376	11	9.325	21.036	61.375	5.626	30.5	15.165	25.987	89.001
44.536	8.333	10.45	7.667	53.533	9.667	12.33	10.325	25.8	69.175	5.376	34.375	17.5	25.375	88.377
74.714	17.75	16.2	22.5	102.333	18.167	25.16	27.34	42	144.933	8.502	62.82	45.25	43.853	141.161
72.25	22.833	17.167	20	100.625	24.667	27.333	29.083	44.875	130.25	10.834	70.667	39.667	44.333	135.836
54.333	22.152	12.507	14.333	79.75	22.835	18.683	18.952	36	97	10.836	63.418	33.015	33.685	118.019
55.542	20.835	13.794	15.167	81.497	22.667	23.962	18.069	34.575	95.835	8.335	60.842	26.53	32.807	107.563
67	50.274	28.997	31.333	98.5	46.334	50.535	39.634	50.25	125.431	17.335	86.277	49.708	55.565	123.553
70.434	52.302	27.327	27.75	92.061	49.251	45.066	38.942	52.345	110.556	16.001	78.038	57.342	48.296	114.663
94.705	82.939	52.566	46.685	132.833	60.667	67.675	56.985	80.5	131.84	30.502	102.708	118.578	68.769	146.904
102.625	119.02	44.012	53.362	141.75	73.001	73.612	67.804	85.125	182.559	42.834	112.429	153.743	83.35	180.193
124.667	132.104	59.263	67.604	167.875	88.669	78.754	81.744	92.692	182.005	51.168	123.804	154.777	81.008	245.752
75.667	84.995	38.893	35.644	109.625	55.501	48.261	49.521	56.76	141.842	20.668	82.137	96.952	54	170.966
59.625	98.519	30.581	27.667	80.5	45.503	56.665	65.024	50.25	164.365	25.003	65.665	119.674	54.206	176.131
82.571	113.576	37.977	58.894	112.926	62.502	66.526	79.761	78.162	200.965	27.502	84.409	151.555	76.166	236.051
85.236	118.967	41.152	40.863	107.033	57.004	64.312	77.863	72.687	165.774	34.504	79.5	124.102	77.564	189.542
94.4	141.172	42.119	50.406	115.005	65.001	88.292	99.5	83.307	180	48.503	108.878	133.637	98.69	196.845
137.398	179.048	90.286	61.779	156.585	107.002	144.762	128.195	110.061	212.607	53.034	248.465	169.707	121.154	225.69
315.954	419.341	182.01	136.298	296.134	294.669	381.148	209.452	296.09	500	165.002	608.167	355.395	212.234	471.716
304.075	493.876	207.395	170.03	319.167	392.502	375.875	255.842	293.375	407.855	197.419	837.706	437.922	263.514	431.16
274.028	510.194	183.4	174.609	283.117	461.502	315.828	197.223	269.358	394.167	233.097	842.351	428.04	244.398	414.261
