batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.72,0.13,1.1,-1.07,0.18,0.0008,0.0008,1450.38,PS,1,1,0.0,1
1,-0.628,0.111,1.024,-1.125,0.169,0.001,0.001,1445.355,trust-constr,1,1,0.56,0
1,0.306,-0.115,0.887,-2.204,0.413,0.002,0.002,1362.343,SLSQP,1,1,0.03,1
2,-0.541,0.044,0.743,-0.44,0.042,0.008,0.003,1191.264,trust-constr,0,1,0.56,0
2,-0.82,0.03,1.2,-0.97,0.08,0.001,0.001,323.448,SLSQP,0,1,0.0,1
3,-2.782,-1.23,0.16,-1.115,0.712,0.05,0.05,475.56,trust-constr,1,0,0.56,0
3,-0.418,0.06,1.033,-3.513,0.58,0.001,0.001,956.848,SLSQP,1,0,0.03,1
4,-6.998,0.064,0.045,-0.001,0.001,0.013,0.05,698.136,trust-constr,0,0,0.48,1
4,-0.224,0.046,0.879,-2.686,0.444,0.001,0.001,962.814,SLSQP,0,0,0.04,1
