batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.5,0.07,1.12,-1.83,0.29,0.0004,0.0005,1567.52,PS,1,1,0.0,1
1,-0.745,0.037,1.057,-0.969,0.155,0.05,0.05,843.989,trust-constr,1,1,0.56,0
1,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,0.765,SLSQP,1,1,0.0,1
2,-0.489,0.042,0.862,-1.092,0.221,0.05,0.05,839.548,trust-constr,0,1,0.56,0
2,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-132.974,SLSQP,0,1,0.0,1
3,-0.779,-1.328,0.306,-1.604,0.812,0.05,0.05,417.168,trust-constr,1,0,0.56,0
3,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-502.162,SLSQP,1,0,0.0,1
4,-1.056,-1.301,0.302,-1.623,0.837,0.05,0.05,419.604,trust-constr,0,0,0.56,0
4,-0.6,-0.03,1.22,-1.73,0.19,0.0,0.001,-636.2,SLSQP,0,0,0.0,1
