batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,4.5,-1.16,0.34,-5.54,1.32,0.0055,0.0051,978.67,PS,1,1,0.0,1
1,4.54,-1.102,0.451,-5.178,1.187,0.005,0.005,996.438,trust-constr,1,1,0.56,0
1,4.489,-1.209,0.343,-7.0,1.764,0.006,0.006,955.071,SLSQP,1,1,0.05,1
2,3.443,-1.06,0.489,-5.725,1.473,0.006,0.043,776.706,trust-constr,0,1,0.56,0
2,0.265,-0.495,1.067,-4.757,1.422,0.033,0.015,756.009,SLSQP,0,1,0.05,1
3,7.0,-1.715,0.054,-6.999,1.705,0.007,0.012,815.063,trust-constr,1,0,0.56,0
3,7.0,-1.732,0.055,-7.0,1.722,0.007,0.012,814.991,SLSQP,1,0,0.07,1
4,0.601,-0.139,1.059,-6.93,1.41,0.005,0.003,699.746,trust-constr,0,0,0.56,0
4,0.602,-0.139,1.06,-7.0,1.424,0.005,0.003,699.752,SLSQP,0,0,0.06,1
