batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.47,0.06,1.65,-2.82,0.45,0.0012,0.001,1332.3,PS,1,1,0.0,1
1,-0.851,0.09,1.708,-2.892,0.535,0.001,0.001,1317.033,trust-constr,1,1,0.56,0
1,-1.295,0.195,1.637,-4.017,0.68,0.001,0.001,1329.431,SLSQP,1,1,0.07,1
2,-0.749,0.144,1.462,-2.491,0.374,0.001,0.05,1045.504,trust-constr,0,1,0.54,1
2,-0.453,0.109,1.036,-5.267,0.734,0.002,0.002,1306.37,SLSQP,0,1,0.04,1
3,-1.295,0.182,1.773,-6.064,0.976,0.001,0.001,875.164,trust-constr,1,0,0.56,0
3,-1.295,0.182,1.773,-6.067,0.976,0.001,0.001,875.164,SLSQP,1,0,0.03,1
4,-0.57,0.112,1.317,-3.902,0.658,0.001,0.001,892.299,trust-constr,0,0,0.56,0
4,-0.626,0.146,1.09,-4.471,0.823,0.001,0.001,878.932,SLSQP,0,0,0.03,0
