batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.98,0.18,1.56,-1.5,0.26,0.006,0.0026,1028.71,PS,1,1,0.0,1
1,-1.992,-0.541,0.535,-0.986,0.395,0.05,0.05,767.155,trust-constr,1,1,0.4,1
1,-0.29,0.037,1.419,-6.771,1.435,0.006,0.003,1032.62,SLSQP,1,1,0.15,1
2,-1.228,0.27,1.762,-1.758,0.045,0.05,0.05,684.006,trust-constr,0,1,0.46,1
2,-0.005,0.028,0.973,-4.964,1.041,0.006,0.003,1035.067,SLSQP,0,1,0.05,1
3,6.367,-1.981,0.076,-5.158,1.582,0.017,0.05,597.661,trust-constr,1,0,0.56,0
3,1.185,-0.305,0.98,-7.0,1.59,0.005,0.003,698.192,SLSQP,1,0,0.04,1
4,0.102,-0.011,1.058,-5.517,1.19,0.006,0.003,692.039,trust-constr,0,0,0.54,1
4,0.102,-0.011,1.058,-5.517,1.19,0.006,0.003,692.039,SLSQP,0,0,0.03,1
