batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,0.17,-0.03,1.05,-1.45,0.31,0.0054,0.0037,1023.43,PS,1,1,0.0,1
1,0.08,-0.003,0.782,-1.447,0.302,0.006,0.004,1015.108,trust-constr,1,1,0.56,0
1,0.652,-0.154,0.756,-4.124,0.985,0.006,0.004,1016.106,SLSQP,1,1,0.11,1
2,-0.132,0.078,1.025,-1.307,0.321,0.006,0.004,1030.187,trust-constr,0,1,0.3,1
2,-0.007,0.051,0.827,-2.572,0.542,0.006,0.004,1031.168,SLSQP,0,1,0.2,1
3,6.778,-1.816,0.047,-6.605,1.761,0.009,0.012,803.779,trust-constr,1,0,0.56,0
3,6.567,-1.798,0.048,-5.658,1.54,0.01,0.012,796.264,SLSQP,1,0,0.08,1
4,0.385,-0.078,0.791,-4.635,1.062,0.006,0.004,690.438,trust-constr,0,0,0.4,1
4,0.385,-0.078,0.791,-4.636,1.062,0.006,0.004,690.438,SLSQP,0,0,0.02,1
