batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.5,0.07,1.09,-4.88,0.81,0.0007,0.0006,1461.71,PS,1,1,0.0,1
1,-1.144,0.084,1.063,-4.516,0.982,0.05,0.05,810.498,trust-constr,1,1,0.56,0
1,-0.13,-0.094,1.273,-4.94,1.199,0.001,0.001,1369.315,SLSQP,1,1,0.02,1
2,-0.909,0.101,1.164,-5.785,1.04,0.05,0.05,809.94,trust-constr,0,1,0.56,0
2,-0.244,0.03,0.76,-4.19,0.678,0.001,0.001,1392.194,SLSQP,0,1,0.03,1
3,-0.521,0.071,1.055,-1.119,0.02,0.001,0.001,928.956,trust-constr,1,0,0.56,0
3,-0.334,-0.008,1.205,-4.882,1.232,0.001,0.001,913.654,SLSQP,1,0,0.01,1
4,-3.134,-1.283,0.088,-0.489,0.34,0.05,0.05,521.602,trust-constr,0,0,0.42,1
4,-0.6,-0.03,1.19,-4.78,0.71,0.001,0.001,-794.961,SLSQP,0,0,0.0,1
