batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-1.78,0.25,2.2,-1.86,0.15,0.0024,0.0023,1161.84,PS,1,1,0.0,1
1,-1.725,0.3,3.063,-0.993,0.016,0.002,0.002,-132576.719,trust-constr,1,1,0.56,0
1,-1.792,0.258,1.929,-3.959,0.837,0.003,0.002,1150.419,SLSQP,1,1,0.07,1
2,-7.0,-0.136,0.063,-7.0,4.911,0.022,0.029,1102.416,trust-constr,0,1,0.54,1
2,-0.83,0.194,1.143,-2.713,0.526,0.002,0.002,1172.925,SLSQP,0,1,0.11,1
3,-1.469,0.183,1.979,-6.005,1.064,0.003,0.002,726.645,trust-constr,1,0,0.25,1
3,-1.469,0.183,1.979,-6.006,1.064,0.003,0.002,726.645,SLSQP,1,0,0.03,1
4,-7.0,0.264,0.029,-6.998,4.91,0.022,0.05,671.54,trust-constr,0,0,0.55,1
4,-0.834,0.189,1.231,-2.719,0.498,0.002,0.002,756.167,SLSQP,0,0,0.02,1
