batch,ALP,BET,SIG,ALPH,BETH,SIG1,SIG2,LLK,ALGO,X[99],ln(derive),time (days),finished
0,-0.43,0.06,1.41,-2.82,0.41,0.0006,0.0008,1481.87,PS,1,1,0.0,1
1,-0.698,0.097,1.352,-2.711,0.396,0.001,0.001,1476.461,trust-constr,1,1,0.42,1
1,-0.53,-0.04,1.51,-2.72,0.31,0.001,0.001,898.447,SLSQP,1,1,0.0,1
2,-0.58,0.084,1.492,-2.497,0.349,0.05,0.001,1143.245,trust-constr,0,1,0.56,0
2,-0.486,0.028,1.472,-3.036,0.575,0.002,0.002,1352.894,SLSQP,0,1,0.03,1
3,-0.549,0.053,1.427,-6.981,1.036,0.001,0.001,971.541,trust-constr,1,0,0.38,1
3,-0.062,-0.035,1.232,-1.898,0.377,0.001,0.001,944.735,SLSQP,1,0,0.02,1
4,-0.313,0.047,1.206,-5.352,0.8,0.001,0.001,979.501,trust-constr,0,0,0.56,0
4,0.369,-0.147,1.311,-4.073,0.827,0.001,0.001,915.823,SLSQP,0,0,0.01,1
