writing to logs/AEJ_data/2/trust-constr/Brazil/2021_8_11_13_17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  |
|-------|-------|-------|-------------|----------|----------|----------|
|   1   |   8   |   0   | +1.3887e+04 | 1.00e+00 | 2.82e+06 | 0.00e+00 |
|   2   |  16   |   1   | -5.8173e+02 | 1.00e+00 | 4.65e+02 | 3.04e-01 |
|   3   |  24   |   7   | -5.8192e+02 | 6.68e+00 | 3.82e+02 | 3.04e-01 |
|   4   |  32   |  14   | -5.8192e+02 | 6.68e-01 | 3.82e+02 | 3.04e-01 |
|   5   |  40   |  21   | +1.3127e+01 | 4.68e+00 | 3.91e+04 | 2.37e-01 |
|   6   |  48   |  28   | -4.0018e+02 | 4.68e+00 | 2.73e+02 | 1.56e-01 |
|   7   |  56   |  32   | -4.8795e+02 | 5.05e+00 | 2.39e+02 | 6.63e-02 |
|   8   |  64   |  36   | -5.5134e+02 | 5.05e+00 | 2.08e+02 | 2.09e-02 |
|   9   |  72   |  40   | -5.7778e+02 | 5.05e+00 | 1.86e+02 | 0.00e+00 |
|  10   |  80   |  47   | -5.7971e+02 | 5.05e+00 | 1.87e+02 | 0.00e+00 |
|  11   |  88   |  54   | -5.8215e+02 | 5.05e+00 | 1.88e+02 | 0.00e+00 |
|  12   |  96   |  61   | -5.8463e+02 | 5.05e+00 | 1.89e+02 | 0.00e+00 |
|  13   |  104  |  68   | -5.8709e+02 | 5.05e+00 | 1.90e+02 | 0.00e+00 |
|  14   |  112  |  75   | -5.8992e+02 | 5.05e+00 | 1.91e+02 | 0.00e+00 |
|  15   |  120  |  82   | -5.9292e+02 | 5.05e+00 | 1.78e+02 | 0.00e+00 |
|  16   |  128  |  89   | -5.9619e+02 | 5.05e+00 | 1.79e+02 | 0.00e+00 |
|  17   |  136  |  96   | -5.9967e+02 | 5.05e+00 | 1.81e+02 | 0.00e+00 |
|  18   |  144  |  103  | -6.0327e+02 | 5.05e+00 | 1.82e+02 | 0.00e+00 |
|  19   |  152  |  110  | -6.0725e+02 | 5.05e+00 | 1.83e+02 | 0.00e+00 |
|  20   |  160  |  117  | -6.1155e+02 | 5.05e+00 | 1.85e+02 | 0.00e+00 |
|  21   |  168  |  124  | -6.1606e+02 | 5.05e+00 | 1.86e+02 | 0.00e+00 |
|  22   |  176  |  131  | -6.2121e+02 | 5.05e+00 | 1.87e+02 | 0.00e+00 |
|  23   |  184  |  138  | -6.2709e+02 | 5.05e+00 | 1.90e+02 | 0.00e+00 |
|  24   |  192  |  145  | -6.3363e+02 | 5.05e+00 | 1.92e+02 | 0.00e+00 |
|  25   |  200  |  152  | -6.4088e+02 | 5.05e+00 | 1.95e+02 | 0.00e+00 |
|  26   |  208  |  159  | -6.4908e+02 | 5.05e+00 | 1.93e+02 | 0.00e+00 |
|  27   |  216  |  166  | -6.5758e+02 | 5.05e+00 | 1.98e+02 | 0.00e+00 |
|  28   |  224  |  173  | -6.6643e+02 | 5.05e+00 | 2.05e+02 | 0.00e+00 |
|  29   |  240  |  180  | -6.6643e+02 | 5.05e-01 | 2.05e+02 | 0.00e+00 |
|  30   |  248  |  187  | -6.6644e+02 | 5.05e-01 | 2.06e+02 | 0.00e+00 |
|  31   |  256  |  194  | -6.6645e+02 | 5.05e-01 | 2.06e+02 | 0.00e+00 |
|  32   |  264  |  201  | -6.6647e+02 | 5.05e-01 | 2.06e+02 | 0.00e+00 |
|  33   |  272  |  208  | -6.6647e+02 | 2.51e-01 | 2.06e+02 | 0.00e+00 |
|  34   |  288  |  214  | -6.6647e+02 | 1.26e-01 | 2.06e+02 | 0.00e+00 |
|  35   |  304  |  221  | -6.6647e+02 | 6.28e-02 | 2.06e+02 | 0.00e+00 |
|  36   |  320  |  227  | -6.6647e+02 | 3.14e-02 | 2.06e+02 | 0.00e+00 |
|  37   |  336  |  233  | -6.6647e+02 | 1.57e-02 | 2.06e+02 | 0.00e+00 |
|  38   |  352  |  237  | -6.6647e+02 | 7.85e-03 | 2.06e+02 | 0.00e+00 |
|  39   |  368  |  243  | -6.6647e+02 | 3.07e-03 | 2.06e+02 | 0.00e+00 |
|  40   |  384  |  249  | -6.6647e+02 | 1.34e-03 | 2.06e+02 | 0.00e+00 |
|  41   |  400  |  255  | -6.6647e+02 | 4.19e-04 | 2.06e+02 | 0.00e+00 |
|  42   |  416  |  261  | -6.6647e+02 | 1.49e-04 | 2.06e+02 | 0.00e+00 |
|  43   |  432  |  266  | -6.6647e+02 | 5.00e-05 | 2.06e+02 | 0.00e+00 |
|  44   |  440  |  271  | -6.6648e+02 | 3.50e-04 | 2.06e+02 | 0.00e+00 |
|  45   |  456  |  276  | -6.6648e+02 | 1.75e-04 | 2.06e+02 | 0.00e+00 |
|  46   |  472  |  281  | -6.6648e+02 | 7.09e-05 | 2.06e+02 | 0.00e+00 |
|  47   |  488  |  284  | -6.6648e+02 | 1.47e-05 | 2.06e+02 | 0.00e+00 |
|  48   |  496  |  287  | -6.6648e+02 | 1.03e-04 | 2.06e+02 | 0.00e+00 |
|  49   |  512  |  290  | -6.6648e+02 | 3.04e-05 | 2.06e+02 | 0.00e+00 |
|  50   |  528  |  293  | -6.6648e+02 | 3.04e-06 | 2.06e+02 | 0.00e+00 |
|  51   |  536  |  296  | -6.6649e+02 | 2.13e-05 | 2.06e+02 | 0.00e+00 |
|  52   |  552  |  299  | -6.6649e+02 | 2.13e-06 | 2.06e+02 | 0.00e+00 |
|  53   |  560  |  302  | -6.6649e+02 | 1.49e-05 | 2.06e+02 | 0.00e+00 |
|  54   |  576  |  305  | -6.6649e+02 | 1.49e-06 | 2.06e+02 | 0.00e+00 |
|  55   |  592  |  309  | -6.6649e+02 | 1.49e-07 | 2.06e+02 | 0.00e+00 |
|  56   |  600  |  312  | -6.6649e+02 | 1.04e-06 | 2.06e+02 | 0.00e+00 |
|  57   |  608  |  315  | -6.6649e+02 | 7.31e-06 | 2.06e+02 | 0.00e+00 |
|  58   |  624  |  318  | -6.6649e+02 | 7.31e-07 | 2.06e+02 | 0.00e+00 |
|  59   |  640  |  321  | -6.6649e+02 | 7.31e-08 | 2.06e+02 | 0.00e+00 |
|  60   |  656  |  323  | -6.6649e+02 | 7.31e-09 | 2.06e+02 | 0.00e+00 |
|  61   |  664  |  324  | -6.6649e+02 | 5.12e-08 | 2.06e+02 | 0.00e+00 |
|  62   |  680  |  326  | -6.6649e+02 | 5.12e-09 | 2.06e+02 | 0.00e+00 |
|  63   |  688  |  329  | -6.6649e+02 | 3.58e-08 | 2.06e+02 | 0.00e+00 |
|  64   |  704  |  332  | -6.6649e+02 | 3.58e-09 | 2.06e+02 | 0.00e+00 |
|  65   |  712  |  335  | -6.6649e+02 | 2.51e-08 | 2.06e+02 | 0.00e+00 |
|  66   |  720  |  339  | -6.6649e+02 | 1.75e-07 | 2.06e+02 | 0.00e+00 |
|  67   |  728  |  343  | -6.6649e+02 | 1.23e-06 | 2.06e+02 | 0.00e+00 |
|  68   |  736  |  347  | -6.6649e+02 | 8.60e-06 | 2.06e+02 | 0.00e+00 |
|  69   |  744  |  351  | -6.6649e+02 | 6.02e-05 | 2.06e+02 | 0.00e+00 |
|  70   |  752  |  355  | -6.6649e+02 | 4.21e-04 | 2.06e+02 | 0.00e+00 |
|  71   |  760  |  359  | -6.6651e+02 | 2.95e-03 | 2.06e+02 | 0.00e+00 |
|  72   |  768  |  363  | -6.6664e+02 | 2.06e-02 | 2.06e+02 | 0.00e+00 |
|  73   |  776  |  367  | -6.6753e+02 | 1.45e-01 | 2.06e+02 | 0.00e+00 |
|  74   |  784  |  371  | -6.7361e+02 | 1.01e+00 | 2.13e+02 | 0.00e+00 |
|  75   |  800  |  378  | -6.7361e+02 | 3.53e-01 | 2.13e+02 | 0.00e+00 |
|  76   |  808  |  385  | -6.7640e+02 | 6.70e-01 | 2.19e+02 | 0.00e+00 |
|  77   |  816  |  392  | -6.7747e+02 | 6.70e-01 | 2.23e+02 | 0.00e+00 |
|  78   |  824  |  399  | -6.7819e+02 | 6.70e-01 | 2.27e+02 | 0.00e+00 |
|  79   |  832  |  406  | -6.7842e+02 | 6.70e-01 | 2.31e+02 | 0.00e+00 |
|  80   |  848  |  413  | -6.7842e+02 | 6.70e-02 | 2.31e+02 | 0.00e+00 |
