date,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Korea,Malaysia,Mexico,Philippines,Poland,Russia,SAfrica,Thailand,Turkey
2009-04-30,274.069,387.629,152.796,126.928,303.45,294.176,256.086,176.7,299.787,294.63,202.002,359.812,250.224,187.324,300.879
2009-05-29,191.023,316.893,145.37,88.117,221.06,238.745,166.411,115.99,219.207,229.175,180.002,304.892,234.546,121.682,269.064
2009-06-30,176.481,396.397,124.461,75.832,206.401,295.057,183.984,108.452,207.165,216.422,169.335,343.617,218.534,110.698,264.127
2009-07-31,133.757,268.33,91.388,58.779,171.775,244.13,128.267,75.99,161.998,178.962,126.668,265.315,159.659,79.833,212.137
2009-08-31,137.755,249.637,79.608,80.402,170.207,231.668,136.806,96.998,177.95,188.653,123.336,272.461,164.767,93.973,211.596
2009-09-30,126.631,181.675,72.295,69.391,154.167,193.335,103.456,83.687,157.335,180.357,123.168,210.269,142.101,87.113,194.163
2009-10-30,137.513,207.416,68.597,79.168,167.792,258.669,95.253,94.616,169.756,179.308,114.668,190.242,141.655,100.129,188.748
2009-11-30,129.149,238.822,75.911,84.007,153.818,233.149,106.237,110.74,148.174,191.461,132.93,212.414,170.655,111.004,210.682
2009-12-31,122.52,231.555,68.32,72.28,142.942,233.002,87.162,88.372,133.782,173.067,132.002,185.52,142.411,94.6,183.44
2010-01-29,144.02,248.747,76.692,82.664,168.168,246.661,105.614,103.885,150.338,181.286,135.333,191.676,160.305,113.492,193.108
2010-02-26,130.157,247.277,74.183,80.119,156.992,239.969,107.227,104.22,126.838,187.093,130.058,177.587,154.594,118.543,192.04
2010-03-31,130.536,196.456,82.861,63.74,150.096,192.001,79.893,79.597,116.229,171.16,98.168,144.479,135.743,99.799,173.935
2010-04-30,123.683,214.831,84.249,66.337,146.15,207.61,88.292,82.994,115.128,169.671,104.179,144.365,131.182,131.846,170.728
2010-05-31,135.833,251.486,103.442,82.994,163.43,235.436,134.709,102.143,133.561,169.68,138.702,172.203,161.633,134.893,173.944
2010-06-30,139.948,373.777,104.503,88.959,152.223,329.353,131.68,103.746,137.53,174.101,154.773,196.752,174.638,133.71,195.664
2010-07-30,116.909,286.097,77.896,79.692,123.751,266.958,105.548,90.928,116.854,144.401,132.691,161.767,138.145,110.97,162.508
2010-08-31,131.462,322.064,77.888,84.195,137.82,271.102,123.72,98.721,143.821,162.93,156.524,180.173,155.37,126.198,181.025
2010-09-30,115.902,279.247,73.927,71.318,117.833,256.907,100.831,80.145,122.046,139.261,141.915,160.841,145.082,102.399,160.066
2010-10-29,99.833,224.993,67.923,63.365,100.323,219.629,82.202,70.762,105.783,131.771,116.658,144.843,117.987,91.026,132.963
2010-11-30,123.375,271.854,93.642,76.143,125.719,272.905,121.498,90.193,125.76,143.894,168.115,175.427,144.272,115.407,153.872
2010-12-31,111.277,247.416,84.417,69.35,112.672,257.591,95.649,74.507,113.556,127.555,141.567,145.658,126.116,97.498,140.823
2011-01-31,118.919,261.273,82.179,78.689,119.998,290.243,103.204,82.106,122.016,141.928,155.62,152.795,137.651,116.718,165.253
2011-02-28,118.0,257.092,78.375,78.024,119.911,286.476,101.924,79.835,114.47,141.011,151.108,139.498,134.46,116.508,173.665
2011-03-31,111.238,205.717,61.26,73.772,108.495,238.207,101.079,75.003,105.356,133.112,145.199,128.335,120.375,115.384,158.25
2011-04-29,105.431,208.025,59.41,70.031,100.178,252.407,95.755,74.588,98.516,127.646,146.696,128.012,117.637,113.706,147.469
2011-05-31,104.068,201.838,67.868,72.665,100.518,260.838,96.274,78.421,102.949,131.947,140.419,138.635,120.956,120.287,163.995
2011-06-30,110.005,216.376,75.661,85.446,108.143,275.0,102.859,90.683,107.491,138.706,145.318,142.375,123.866,132.389,175.684
2011-07-29,113.553,222.518,71.213,86.632,111.771,313.357,102.998,92.332,111.0,132.335,166.224,141.866,125.45,122.645,192.728
2011-08-31,143.176,264.772,95.936,110.557,141.738,405.734,130.352,118.739,142.053,161.708,216.457,189.799,152.135,136.056,226.581
2011-09-30,201.755,401.143,154.474,190.252,199.125,504.723,215.242,196.848,197.315,256.635,295.582,309.365,211.505,236.958,294.464
2011-10-31,140.915,312.123,107.883,125.909,139.465,441.564,136.369,132.23,138.798,171.156,232.313,199.125,168.03,174.691,236.17
2011-11-30,163.497,400.5,126.851,146.06,162.415,545.498,156.263,147.396,161.063,206.091,275.161,244.196,197.237,196.388,277.472
2011-12-30,161.588,413.729,132.129,148.743,156.089,546.597,169.38,142.742,153.533,193.492,280.178,275.122,202.067,182.0,287.087
2012-01-31,144.982,344.795,112.621,146.653,137.835,492.206,164.727,137.016,141.442,175.368,241.035,224.644,189.704,187.893,277.043
2012-02-29,141.005,283.325,97.663,127.54,130.632,450.0,164.727,115.587,136.577,155.49,196.015,185.748,159.318,187.893,242.186
2012-03-30,122.005,263.995,91.845,112.249,109.994,407.767,123.745,100.257,117.675,146.304,181.34,184.195,160.394,126.838,228.401
2012-04-30,123.041,288.929,93.75,112.07,111.813,438.467,120.5,111.173,118.065,153.33,203.018,195.073,156.439,133.481,231.8
2012-05-31,171.285,381.262,128.874,134.488,162.341,563.325,141.482,134.977,162.31,197.998,275.5,267.883,197.365,159.183,292.955
2012-06-29,157.323,320.804,115.851,119.821,143.039,511.384,121.151,124.421,140.424,161.261,216.665,230.564,163.0,150.655,241.025
2012-07-31,134.113,271.673,102.5,113.153,119.188,455.258,117.389,117.609,113.625,148.118,164.71,174.04,131.295,140.273,185.498
2012-08-31,131.019,254.992,95.198,107.385,114.865,435.67,108.128,111.324,111.178,151.026,151.67,164.751,151.934,135.398,179.814
2012-09-28,111.835,185.335,83.439,79.34,102.5,353.678,87.903,95.266,101.165,129.895,120.162,150.343,149.289,132.659,160.667
2012-10-31,112.323,118.55,81.353,71.793,103.163,247.983,71.168,95.266,102.493,129.895,91.186,153.812,150.251,132.659,162.323
2012-11-30,109.825,107.32,76.507,71.793,99.425,247.475,71.168,95.266,100.507,129.895,85.381,136.47,149.522,132.659,130.799
2012-12-31,108.449,99.175,72.479,59.335,96.21,252.058,63.503,70.404,97.818,99.781,80.673,131.624,142.823,87.317,127.026
2013-01-31,117.5,95.782,70.5,68.263,97.247,266.836,71.766,93.841,99.038,107.114,89.934,146.627,173.579,99.813,135.264
2013-02-28,132.767,135.34,68.925,64.056,98.875,291.434,66.064,76.072,102.799,100.575,95.323,146.835,172.751,90.702,138.338
2013-03-29,137.22,119.82,65.936,71.266,98.33,333.757,76.732,86.039,97.166,108.69,94.645,164.325,181.325,92.042,146.588
2013-04-30,109.702,98.941,64.937,72.266,82.025,291.995,72.072,82.23,82.633,93.513,78.896,137.117,157.286,90.647,117.809
2013-05-31,146.325,112.059,76.729,83.722,104.493,310.0,74.221,84.71,101.663,96.844,76.104,155.451,191.653,86.663,130.948
2013-06-28,185.239,123.325,98.035,138.29,141.325,335.85,108.142,118.565,131.493,126.173,104.478,195.244,216.327,130.585,190.833
2013-07-31,186.617,116.121,96.652,127.01,130.025,325.597,92.507,111.282,125.825,112.104,89.498,187.897,222.186,127.335,206.991
2013-08-30,206.855,124.928,102.0,110.705,138.655,338.204,82.875,158.082,132.41,150.149,90.455,199.593,239.791,118.853,239.945
2013-09-30,176.741,116.516,89.625,86.498,134.663,331.902,82.875,104.825,123.323,106.792,86.423,172.642,197.226,118.853,213.584
2013-10-31,168.14,118.64,79.876,79.668,123.49,323.62,60.471,102.797,104.155,94.17,83.673,161.428,184.752,105.668,184.993
2013-11-29,205.0,126.135,84.005,65.457,128.327,370.825,56.61,103.71,103.0,105.46,83.333,171.498,210.649,125.495,207.143
2013-12-31,193.771,123.508,79.55,79.833,118.658,343.866,65.946,109.444,91.51,114.168,79.702,165.165,204.109,129.893,244.72
2014-01-31,206.423,130.338,87.342,98.175,131.83,358.325,70.912,121.763,108.42,125.787,84.333,202.845,233.018,165.158,270.332
2014-02-28,171.536,123.347,77.563,89.678,113.66,321.538,64.83,101.165,89.665,100.665,78.099,191.359,203.62,147.178,229.953
2014-03-31,169.0,127.317,77.34,92.328,106.015,305.001,60.995,101.825,87.498,104.823,70.703,222.075,194.798,123.67,219.801
2014-04-30,146.345,124.201,75.518,88.949,96.353,319.282,60.782,100.724,83.683,101.536,71.715,259.799,185.75,122.558,199.196
2014-05-30,142.325,122.423,67.838,73.248,81.843,268.543,52.665,87.338,74.333,86.673,59.228,193.342,171.698,120.66,179.53
2014-06-30,144.5,118.663,63.625,77.002,80.875,240.543,53.166,84.836,67.063,87.178,59.862,183.693,176.625,111.911,176.813
2014-07-31,156.64,118.663,75.498,79.665,92.496,273.973,53.17,85.323,85.658,89.323,58.103,238.805,188.818,102.663,185.322
2014-08-29,127.0,133.19,62.0,70.158,78.128,255.33,51.155,76.007,68.503,82.163,65.02,257.835,167.335,85.84,178.322
2014-09-30,174.124,140.29,77.662,88.818,99.578,262.145,59.483,89.998,87.127,99.485,70.32,248.512,195.322,92.998,207.663
2014-10-31,151.75,143.076,68.375,78.995,88.25,265.34,51.835,81.003,79.003,88.813,67.825,244.495,170.505,84.825,173.493
2014-11-28,153.517,143.335,72.502,77.33,99.166,251.673,49.665,81.83,83.158,82.663,62.165,314.313,165.165,82.165,163.0
2014-12-31,200.755,189.445,94.008,94.833,140.965,264.351,54.167,112.995,103.487,101.5,66.864,476.091,191.795,106.997,184.393
2015-01-30,226.627,193.909,107.917,92.083,167.794,279.663,62.999,130.834,117.757,93.16,64.621,628.391,211.244,108.848,192.31
2015-02-27,242.909,169.266,88.717,82.167,134.652,260.077,52.334,116.673,102.745,82.833,60.656,479.491,192.388,99.725,202.999
2015-03-31,282.82,161.791,83.464,90.717,159.46,265.292,51.85,132.487,125.609,92.591,59.119,407.859,208.739,104.153,217.2
2015-04-30,234.34,159.445,87.614,90.838,143.55,269.11,48.67,122.196,120.849,92.352,57.677,358.853,209.495,105.17,224.497
2015-05-29,235.5,167.305,80.479,87.583,147.12,265.255,47.5,113.883,116.385,86.66,65.286,309.49,206.513,102.832,211.318
2015-06-30,259.899,182.299,86.885,94.335,169.268,273.617,51.4,137.835,131.151,93.166,74.987,341.872,209.387,105.483,225.12
2015-07-31,292.663,170.382,102.618,100.169,182.714,268.889,53.834,147.986,135.915,98.718,66.86,337.499,218.398,106.669,236.097
2015-08-31,350.573,171.085,120.259,114.5,217.715,,66.657,175.5,145.498,117.004,,370.431,247.796,144.02,262.207
2015-09-30,476.429,,145.033,128.166,249.299,,78.501,238.823,175.993,134.647,,361.132,292.496,168.0,312.397
2015-10-30,440.509,,122.345,105.833,210.175,,61.667,200.549,151.935,105.613,,272.888,252.64,132.154,253.193
2015-11-30,444.132,,126.523,100.48,221.941,,53.489,171.571,155.235,100.418,,271.884,264.145,127.175,261.043
2015-12-31,494.952,,128.648,109.282,244.764,,56.563,180.219,170.131,107.673,,308.971,335.844,136.84,273.563
2016-01-29,473.457,,135.923,124.333,283.389,,63.166,182.833,196.011,124.155,,332.555,349.16,153.3,279.851
2016-02-29,459.649,,119.674,136.832,274.219,,69.166,177.203,198.345,119.165,,323.87,354.516,155.227,296.594
2016-03-31,365.742,,94.999,120.832,215.659,,63.999,152.999,162.358,105.316,,283.193,298.898,131.344,254.581
2016-04-29,339.757,,98.628,127.5,218.98,,64.333,165.497,161.605,109.849,,245.878,285.511,124.445,239.527
2016-05-31,362.618,,109.18,124.5,233.938,,59.0,162.167,172.084,112.67,,260.453,318.47,118.168,273.305
2016-06-30,316.922,,94.498,122.227,205.423,,56.132,154.51,159.117,114.17,,232.873,281.037,114.497,242.873
2016-07-29,291.012,,86.236,110.888,196.98,,49.665,139.565,151.739,99.645,,239.316,252.494,93.502,274.622
2016-08-31,259.598,,75.406,99.33,170.167,,42.913,118.646,137.948,87.66,,220.33,261.003,83.69,245.404
2016-09-30,272.812,,86.433,106.5,169.928,,41.838,120.838,166.807,116.824,,219.665,256.335,86.683,261.624
2016-10-31,273.96,,88.85,109.836,176.221,,41.754,124.333,155.351,115.495,,223.66,243.664,96.022,255.135
2016-11-30,297.204,,88.541,117.0,190.681,,49.794,164.289,180.547,120.237,,231.347,255.666,89.859,290.169
2016-12-30,280.758,,83.245,113.666,164.223,,44.0,138.382,155.913,109.67,,231.347,255.666,81.595,273.165
2017-01-31,251.189,,82.378,109.66,153.69,,46.773,130.164,167.002,97.851,,184.331,213.165,72.221,267.499
2017-02-28,223.736,,73.365,91.204,140.505,,45.0,109.088,141.573,85.167,,168.319,191.296,55.131,240.891
2017-03-31,226.435,,72.157,81.989,133.993,,50.765,105.208,130.278,81.797,,166.699,191.017,54.236,239.281
2017-04-28,217.664,,72.466,81.428,126.413,,56.375,108.374,119.09,79.493,,153.498,193.167,56.489,208.508
2017-05-31,235.875,,70.5,77.312,127.615,,56.151,99.496,118.752,81.289,,153.244,191.332,56.758,198.153
2017-06-30,242.29,,65.854,69.426,136.101,,52.677,85.45,112.633,77.369,,169.233,200.481,61.884,194.718
2017-07-31,209.731,,64.819,64.386,125.216,,57.118,80.299,101.659,69.82,,164.161,183.705,61.218,182.643
2017-08-31,195.76,,58.167,56.472,122.93,,60.461,70.582,101.571,60.935,,140.67,169.675,55.619,161.69
2017-09-29,195.905,,58.785,61.998,122.213,,73.944,68.993,110.307,65.14,,142.08,186.333,50.465,187.51
2017-10-31,171.769,,50.938,52.18,110.261,,72.806,63.109,106.882,63.174,,129.41,185.022,46.364,185.657
2017-11-30,170.831,,54.931,57.7,112.536,,58.393,62.972,102.469,63.028,,127.165,181.079,47.584,202.178
2017-12-29,161.967,,48.902,50.088,104.707,,52.227,58.373,106.107,67.276,,127.579,156.975,45.0,164.795
2018-01-31,144.505,,41.925,54.095,89.897,,49.266,57.774,97.649,59.194,,106.555,143.777,41.178,165.834
2018-02-28,156.324,,44.931,55.395,102.115,,50.043,60.794,105.716,63.13,,103.512,145.231,40.288,167.861
2018-03-30,164.199,,51.061,63.798,106.714,,54.917,73.095,109.346,74.095,,123.525,151.915,47.06,195.738
2018-04-30,173.848,,50.984,57.491,106.667,,44.348,71.871,113.725,72.25,,133.202,161.916,43.804,197.025
2018-05-31,227.213,,58.47,56.558,124.841,,42.742,89.759,136.283,83.933,,136.625,176.264,45.513,266.543
2018-06-29,269.959,,60.785,67.643,125.161,,49.677,107.555,134.227,91.308,,141.215,216.093,49.38,299.911
2018-07-31,214.389,,48.354,57.828,105.645,,45.555,82.658,114.128,73.052,,131.583,181.458,47.943,321.239
2018-08-31,302.034,,55.623,59.037,111.741,,40.39,91.903,120.614,79.592,,167.549,230.371,41.214,562.711
2018-09-28,262.964,,44.232,55.959,110.101,,38.358,92.566,112.967,76.69,,143.293,203.374,41.276,377.036
