date,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Korea,Malaysia,Mexico,Philippines,Poland,Russia,SAfrica,Thailand,Turkey
2009-09-30,95.551,165.426,54.427,42.998,120.824,182.335,97.172,62.129,130.174,150.357,107.881,184.02,108.995,65.827,158.787
2009-10-30,103.255,200.076,49.506,59.099,134.052,252.002,90.493,64.536,139.883,153.539,91.838,165.376,111.756,82.115,152.079
2009-11-30,99.023,224.413,53.019,63.269,118.62,225.334,88.238,65.987,113.128,156.646,106.503,185.566,142.022,91.011,174.673
2009-12-31,93.399,218.69,49.801,63.269,108.964,220.336,88.238,,100.67,139.915,110.001,159.606,111.213,91.011,149.449
2010-01-29,111.104,230.821,59.358,48.036,132.548,229.468,74.001,,116.548,134.889,110.167,166.914,133.192,76.452,162.983
2010-02-26,99.489,236.005,55.254,,124.622,224.935,74.001,,95.965,163.921,108.035,153.416,132.297,76.452,166.248
2010-03-31,101.98,179.78,57.494,,120.08,177.168,60.031,,85.313,122.104,77.335,119.306,108.607,75.746,149.458
2010-04-30,96.839,190.432,62.686,,114.952,191.386,60.031,,86.025,122.104,82.65,122.28,102.411,75.746,150.97
2010-05-31,111.741,221.126,79.01,,134.221,215.393,60.031,,102.836,133.465,119.775,160.639,135.543,75.746,148.335
2010-06-30,113.169,353.613,80.37,,122.691,319.237,,,108.324,133.465,135.621,178.353,150.059,,170.486
2010-07-30,91.205,268.867,50.544,,93.596,254.084,,,87.64,133.465,115.276,143.021,114.796,,137.186
2010-08-31,105.458,306.41,51.921,,107.978,257.419,,,113.85,133.465,134.1,157.791,130.063,,155.414
2010-09-30,91.733,262.411,50.415,,92.447,243.239,,,97.565,133.465,116.452,135.594,117.888,,132.776
2010-10-29,79.366,204.949,41.865,,76.875,201.815,,,80.715,133.465,90.625,114.868,87.026,,103.164
2010-11-30,100.939,251.314,71.481,,101.189,253.015,,,103.89,133.465,146.26,145.717,115.614,,121.889
2010-12-31,90.147,229.485,65.571,,88.353,238.419,,,88.332,133.465,120.104,116.093,95.099,,109.458
2011-01-31,96.419,239.837,61.382,,94.409,267.414,,,95.784,133.465,131.445,121.967,106.185,,130.043
2011-02-28,92.838,238.368,56.495,,93.743,259.598,,,90.358,133.465,123.076,114.673,99.934,,138.263
2011-03-31,82.589,176.056,42.667,,82.192,212.397,,,78.341,133.465,111.483,95.626,83.255,,119.532
2011-04-29,76.913,167.473,37.834,,72.288,222.363,,,72.153,133.465,111.343,91.525,80.453,,110.411
2011-05-31,76.33,157.787,45.925,,74.222,221.736,,,76.892,133.465,104.31,108.365,82.009,,121.787
2011-06-30,82.463,165.514,55.101,,81.44,228.424,,,81.444,133.465,110.193,104.475,85.78,,132.673
2011-07-29,85.272,180.175,51.955,,83.005,276.845,,,84.005,133.465,125.553,103.004,87.171,,149.317
2011-08-31,112.08,216.42,70.756,,110.468,358.424,,,113.211,133.465,170.926,157.786,115.67,,186.992
2011-09-30,161.863,345.147,126.93,,159.842,458.12,,,157.211,133.465,230.841,264.335,169.881,,247.601
2011-10-31,104.349,269.128,85.861,,103.859,395.784,,,100.927,133.465,198.107,155.907,134.471,,200.479
2011-11-30,130.407,368.636,102.578,,123.125,512.678,,,123.886,133.465,238.084,209.167,159.978,,231.1
2011-12-30,125.929,386.404,107.467,,119.85,517.221,,,116.307,133.465,241.927,250.498,166.07,,244.972
2012-01-31,111.77,306.656,88.205,,103.244,458.461,,,105.892,133.465,205.737,197.324,150.323,,236.485
2012-02-29,104.776,247.162,72.755,,95.649,413.725,,,102.953,133.465,155.595,158.627,121.226,,200.93
2012-03-30,87.279,217.273,70.098,,78.424,361.173,,,85.272,133.465,135.038,139.299,116.804,,184.404
2012-04-30,88.266,241.578,71.104,,78.203,391.218,,,84.925,133.465,154.94,147.28,112.499,,183.121
2012-05-31,131.902,334.488,99.426,,122.778,508.86,,,125.469,133.465,229.852,219.277,150.34,,248.863
2012-06-29,117.034,277.873,86.463,,103.775,478.911,,,105.572,133.465,165.685,179.168,117.087,,196.163
2012-07-31,94.654,229.308,74.429,,84.288,412.743,,,74.51,133.465,119.32,126.722,82.325,,133.257
2012-08-31,90.74,203.976,66.639,,77.102,375.848,,,70.668,133.465,98.685,107.027,96.667,,129.798
2012-09-28,71.068,139.937,56.401,,62.163,294.288,,,63.335,133.465,72.318,98.95,93.718,,110.696
2012-10-31,71.86,76.634,57.456,,65.241,194.537,,,62.464,133.465,51.976,100.15,94.613,,112.169
2012-11-30,70.483,70.082,49.534,,61.928,194.664,,,60.726,133.465,44.538,95.061,92.764,,86.915
2012-12-31,72.838,65.28,45.777,,59.258,205.983,,,61.362,133.465,46.333,81.821,89.926,,81.995
2013-01-31,82.665,71.312,44.456,,60.421,211.623,,,62.85,133.465,52.258,85.382,112.955,,86.284
2013-02-28,96.821,100.709,43.009,,65.186,234.767,,,66.18,58.774,58.232,95.975,113.817,,90.709
2013-03-29,102.484,82.339,39.559,,63.127,279.006,,,60.828,53.705,60.86,109.948,122.415,,96.286
2013-04-30,75.089,66.298,38.704,,47.218,233.613,,,47.519,53.705,43.643,91.574,105.271,,76.024
2013-05-31,110.995,76.191,50.908,,71.66,247.721,,,66.655,53.705,40.637,103.469,131.53,,84.123
2013-06-28,148.631,89.214,72.07,,106.385,269.901,,,94.894,53.705,76.523,149.673,160.133,,148.791
2013-07-31,146.461,72.745,67.315,,93.699,261.984,,,89.542,53.705,54.665,144.255,175.385,,168.669
2013-08-30,162.317,87.617,74.696,,100.101,285.43,,,91.827,53.705,57.767,151.87,191.668,,190.493
2013-09-30,132.354,72.749,63.782,,94.178,280.02,,,81.009,53.705,54.25,134.871,149.933,,171.189
2013-10-31,123.362,82.504,53.282,,85.259,268.062,,,64.934,53.705,51.099,123.658,134.246,,139.661
2013-11-29,155.002,83.91,58.734,,88.224,304.503,,,62.672,53.705,52.556,128.408,145.858,,145.125
2013-12-31,139.335,83.613,54.538,,76.015,293.745,,,51.0,53.705,43.372,128.408,143.235,,145.964
2014-01-31,148.589,90.653,59.96,,88.178,290.703,,,66.71,53.705,50.45,151.689,177.061,,221.843
2014-02-28,113.307,87.607,51.389,,72.536,260.209,,,50.895,53.705,40.296,152.684,147.178,,182.425
2014-03-31,111.72,91.422,52.533,,67.389,242.797,,,48.695,53.705,34.127,152.684,137.691,,171.763
2014-04-30,92.005,,48.272,,57.45,,,,48.558,53.705,34.127,152.684,143.39,,163.701
2014-05-30,87.101,,42.338,,41.653,,,,38.573,53.705,34.127,151.549,140.875,,131.831
2014-06-30,91.676,,36.008,,44.329,,,,33.755,53.705,34.127,134.199,140.875,,149.683
2014-07-31,99.695,,46.182,,54.334,,,,47.872,53.705,34.127,179.843,140.07,,131.256
2014-08-29,76.656,,36.261,,43.824,,,,37.26,53.705,34.127,202.032,131.378,,126.338
2014-09-30,120.333,,47.602,,60.822,,,,54.619,53.705,34.127,193.087,140.126,,155.726
2014-10-31,100.32,,37.953,,52.405,,,,47.085,53.705,34.127,193.087,124.811,,124.367
2014-11-28,101.038,,44.235,,62.436,,,,50.465,53.705,34.127,231.162,111.449,,112.116
2014-12-31,147.084,,62.648,,99.082,,,,70.891,53.705,,284.364,124.587,,125.866
2015-01-30,168.338,,74.127,,125.86,,,,84.035,53.705,,284.364,135.538,,128.896
2015-02-27,191.313,,59.236,,96.14,,,,70.64,53.705,,284.364,128.021,,141.1
2015-03-31,234.897,,52.283,,119.742,,,,93.478,53.705,,246.387,141.589,,150.228
2015-04-30,185.828,,56.515,,104.538,,,,87.956,53.705,,246.387,142.769,,155.662
2015-05-29,188.161,,49.022,,107.469,,,,84.003,53.705,,242.267,139.998,,143.722
2015-06-30,211.673,,56.831,,128.331,,,,94.314,53.705,,242.267,145.299,,162.311
2015-07-31,238.01,,70.868,,139.748,,,,91.979,53.705,,294.69,150.103,,166.95
2015-08-31,293.288,,85.848,,173.095,,,,101.289,53.705,,,165.703,,205.393
2015-09-30,450.166,,112.72,,204.011,,,,131.361,53.705,,,156.995,,255.681
2015-10-30,396.286,,84.648,,160.063,,,,102.578,53.705,,,163.58,,196.239
2015-11-30,386.654,,88.815,,170.697,,,,105.257,53.705,,,154.405,,156.522
2015-12-31,418.103,,89.95,,190.964,,,,121.128,53.705,,,198.217,,217.353
2016-01-29,377.733,,97.301,,217.661,,,,141.042,53.705,,,190.461,,225.273
2016-02-29,331.4,,80.445,,199.241,,,,132.916,53.705,,,190.461,,228.185
2016-03-31,237.868,,56.0,,138.377,,,,106.794,53.705,,,221.746,,187.536
2016-04-29,220.483,,59.167,,144.063,,,,106.295,53.705,,,210.788,,162.123
2016-05-31,235.888,,73.057,,156.795,,,,114.405,53.705,,,248.49,,196.577
2016-06-30,195.247,,61.027,,128.724,,,,100.272,53.705,,,230.122,,160.716
2016-07-29,170.995,,52.11,,125.77,,,,95.321,53.705,,,226.636,,197.364
2016-08-31,147.012,,46.565,,99.904,,,,83.867,53.705,,,230.084,,162.492
2016-09-30,158.362,,55.119,,102.812,,,,105.913,53.705,,,230.084,,
2016-10-31,161.765,,57.006,,107.703,,,,96.824,53.705,,,230.084,,
2016-11-30,170.47,,54.84,,121.51,,,,117.676,53.705,,,230.084,,
2016-12-30,156.415,,51.693,,99.069,,,,97.257,53.705,,,230.084,,
2017-01-31,138.415,,50.881,,90.177,,,,104.412,53.705,,,230.084,,
2017-02-28,127.482,,43.453,,79.175,,,,82.86,53.705,,,230.084,,
2017-03-31,132.844,,42.537,,73.227,,,,73.358,53.705,,,230.084,,
2017-04-28,126.944,,42.539,,66.538,,,,61.966,53.705,,,230.084,,
2017-05-31,137.979,,40.799,,67.47,,,,63.174,53.705,,,230.084,,
2017-06-30,144.199,,36.302,,75.518,,,,62.064,53.705,,,230.084,,
2017-07-31,119.44,,34.405,,64.372,,,,52.72,53.705,,,230.084,,
2017-08-31,106.813,,30.354,,63.984,,,,57.266,53.705,,,230.084,,
2017-09-29,113.484,,34.354,,65.629,,,,64.372,53.705,,,230.084,,
2017-10-31,95.406,,25.899,,59.391,,,,63.163,53.705,,,230.084,,
2017-11-30,96.126,,29.778,,63.459,,,,58.087,53.705,,,230.084,,
2017-12-29,88.364,,27.339,,49.428,,,,61.711,53.705,,,230.084,,
2018-01-31,78.967,,23.643,,45.469,,,,55.298,53.705,,,230.084,,
2018-02-28,91.56,,23.948,,54.827,,,,61.61,53.705,,,230.084,,
2018-03-30,102.431,,29.213,,58.818,,,,63.1,37.682,,,230.084,,
2018-04-30,108.826,,27.852,,59.085,,,,66.46,,,,230.084,,
2018-05-31,154.231,,37.49,,75.897,,,,84.126,,,,230.084,,
2018-06-29,184.245,,35.401,,75.727,,,,83.651,,,,230.084,,
2018-07-31,142.33,,26.676,,60.69,,,,68.738,,,,230.084,,
2018-08-31,230.435,,32.5,,66.679,,,,75.86,,,,230.084,,
2018-09-28,195.575,,23.018,,64.102,,,,67.309,,,,230.084,,
2018-10-31,143.83,,29.599,,80.324,,,,98.067,,,,230.084,,
2018-11-30,146.256,,33.645,,93.379,,,,103.514,,,,230.084,,
2018-12-31,146.868,,39.822,,109.542,,,,109.64,,,,230.084,,
2019-01-31,110.665,,26.646,,80.549,,,,91.95,,,,230.084,,
2019-02-28,101.872,,24.207,,63.463,,,,79.681,,,,230.084,,
2019-03-29,127.262,,24.701,,67.018,,,,78.558,,,,230.084,,
2019-04-30,117.854,,18.079,,54.571,,,,66.475,,,,230.084,,
2019-05-31,125.959,,30.501,,72.815,,,,84.223,,,,230.084,,
2019-06-28,95.95,,17.547,,49.758,,,,66.035,,,,230.084,,
2019-07-31,79.717,,18.38,,46.881,,,,72.608,,,,230.084,,
2019-08-30,89.644,,17.976,,54.712,,,,71.522,,,,230.084,,
2019-09-30,86.945,,18.732,,51.794,,,,71.795,,,,230.084,,
2019-10-31,72.551,,23.921,,42.9,,,,51.408,,,,230.084,,
2019-11-29,76.869,,34.734,,51.77,,,,52.114,,,,230.084,,
2019-12-31,57.876,,22.823,,37.49,,,,41.085,,,,230.084,,
2020-01-31,61.174,,28.743,,43.386,,,,45.585,,,,230.084,,
2020-02-28,85.694,,40.21,,60.036,,,,61.768,,,,230.084,,
2020-03-31,212.384,,91.619,,173.04,,,,184.535,,,,230.084,,
2020-04-30,251.446,,71.008,,183.14,,,,201.132,,,,230.084,,
2020-05-29,219.258,,55.682,,117.432,,,,123.999,,,,230.084,,
2020-06-30,196.484,,51.001,,107.406,,,,106.925,,,,230.084,,
2020-07-31,158.24,,36.482,,76.42,,,,90.973,,,,230.084,,
2020-08-31,155.445,,28.965,,64.956,,,,65.936,,,,230.084,,
2020-09-30,187.673,,36.708,,98.638,,,,98.016,,,,230.084,,
2020-10-30,158.024,,26.028,,73.77,,,,76.93,,,,230.084,,
2020-11-30,109.465,,22.423,,44.263,,,,43.786,,,,230.084,,
2020-12-31,89.177,,19.537,,43.775,,,,38.149,,,,230.084,,
2021-01-29,113.177,,25.424,,63.897,,,,49.385,,,,230.084,,
2021-02-26,128.605,,24.717,,68.396,,,,58.047,,,,230.084,,
2021-03-31,161.984,,31.541,,84.246,,,,65.524,,,,230.084,,
2021-04-30,131.66,,25.334,,74.367,,,,48.527,,,,141.94,,
2021-05-31,111.696,,38.137,,90.397,,,,48.583,,,,124.04,,
2021-06-30,102.927,,31.676,,86.602,,,,48.449,,,,119.545,,
2021-07-30,102.927,,39.595,,96.061,,,,48.449,,,,138.42,,
