date,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Korea,Malaysia,Mexico,Philippines,Poland,Russia,SAfrica,Thailand,Turkey
2000-01-31,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,
2000-04-30,,,,,,,,,,,,,,,
2000-05-31,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,
2000-07-31,,,,,,,,,,,,,,,
2000-08-31,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,
2000-10-31,,,,,,,,,,,,,,,
2000-11-30,,,,,,,,,,,,,,,
2000-12-31,,,,,,,,,,,,,,,
2001-01-31,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,,,
2001-07-31,,,,,,,,,,,,,,,
2001-08-31,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,,,,,,,
2001-10-31,1012.5,,,,,,,,260.0,,,625.0,148.75,,
2001-11-30,885.0,,,,,,,,200.0,,,502.5,158.75,,
2001-12-31,822.5,,,,,,,,162.5,,,442.5,162.5,,
2002-01-31,777.5,,,,,280.0,,137.5,157.5,,,422.5,162.5,,
2002-02-28,697.5,,,,,277.5,51.25,137.5,156.0,,36.5,350.0,172.5,,
2002-03-29,647.5,,,,,132.5,47.5,117.5,137.5,,36.0,317.5,161.25,,527.5
2002-04-30,772.5,,,,,120.0,37.5,111.25,137.25,,37.0,300.0,145.0,,490.0
2002-05-31,1052.5,,,,,120.0,50.0,117.5,148.75,,42.75,320.0,135.0,,607.5
2002-06-28,2375.0,,,,,132.5,49.0,121.25,235.0,,55.25,432.5,162.5,,1067.5
2002-07-31,3275.0,,,,,151.0,52.5,132.5,300.0,,63.0,487.5,170.0,,1250.0
2002-08-30,3100.0,,,,,157.5,57.5,130.0,281.0,,66.5,481.25,186.25,,1137.5
2002-09-30,4103.75,,,,,162.5,45.0,126.25,325.5,,64.5,487.5,192.5,,1212.5
2002-10-31,3447.5,,,,,140.0,70.0,140.0,268.5,,54.0,382.5,200.0,,930.0
2002-11-29,3005.0,,,,,135.0,57.85,140.0,207.5,,41.0,340.0,175.0,,717.5
2002-12-31,2382.5,,,,,120.0,55.35,128.75,177.5,,45.5,360.0,171.0,,722.5
2003-01-31,1657.5,140.0,103.5,66.0,680.0,97.333,56.433,82.167,199.0,430.0,41.0,298.333,154.167,100.0,787.5
2003-02-28,1511.667,157.0,92.0,67.5,685.0,88.0,85.833,83.333,184.333,440.0,35.333,266.667,135.0,100.0,728.333
2003-03-31,1270.833,173.5,93.5,68.25,605.0,109.0,141.667,94.167,174.167,480.0,47.5,265.0,130.0,102.5,1275.0
2003-04-30,840.833,170.0,80.0,26.0,447.5,90.0,80.833,74.333,106.667,380.0,38.167,223.333,111.667,58.15,888.333
2003-05-30,825.0,145.0,81.5,25.0,452.5,90.0,69.333,66.667,115.0,355.0,33.667,201.333,100.667,55.0,836.667
2003-06-30,740.0,140.333,75.0,23.0,390.0,77.5,74.667,62.333,107.5,364.25,35.875,190.0,107.667,41.5,850.833
2003-07-31,725.0,124.667,72.0,17.65,355.0,80.25,70.6,54.567,98.333,330.55,29.125,186.75,100.167,37.35,698.167
2003-08-29,651.131,136.0,61.886,18.075,354.539,87.75,57.833,43.067,97.5,314.0,27.5,177.333,98.5,29.833,615.0
2003-09-30,636.259,140.0,54.912,16.867,364.638,84.75,51.65,36.6,84.167,317.5,26.5,173.25,90.0,27.333,515.833
2003-10-31,481.943,117.333,35.44,14.033,347.076,79.667,53.0,32.25,84.0,338.0,30.167,163.0,76.333,20.433,350.0
2003-11-28,357.044,110.667,31.446,18.427,357.036,75.25,56.625,28.883,69.333,401.25,26.625,163.25,65.667,21.945,324.167
2003-12-31,291.097,102.0,30.632,19.5,333.051,75.333,35.0,21.43,72.833,351.327,28.167,157.25,68.333,19.85,246.667
2004-01-30,389.725,77.5,27.467,20.333,367.062,73.0,46.087,27.663,76.667,378.665,24.833,162.0,72.333,24.03,278.333
2004-02-27,486.368,92.667,27.47,23.357,354.607,71.0,39.52,29.565,71.667,425.2,24.875,152.5,74.0,31.71,315.667
2004-03-31,459.794,71.0,28.471,24.0,271.477,76.333,39.126,31.3,72.5,441.25,21.167,148.833,72.333,30.0,275.0
2004-04-30,622.351,89.25,29.64,30.613,377.245,61.333,51.346,36.114,103.292,409.775,19.25,195.625,77.5,33.625,369.667
2004-05-31,696.357,112.126,32.64,28.667,440.91,73.584,46.75,36.75,103.667,423.333,24.926,216.134,92.167,32.0,519.167
2004-06-30,592.097,63.25,30.958,27.378,376.272,54.667,41.145,31.087,94.684,402.202,20.833,190.167,78.0,33.268,460.0
2004-07-30,496.447,43.667,27.472,21.812,344.735,38.375,35.314,26.405,85.167,351.847,13.167,185.833,79.833,27.615,357.5
2004-08-31,372.25,44.697,25.75,17.0,330.0,33.375,25.833,21.667,62.25,323.0,11.259,168.789,60.5,20.75,281.0
2004-09-30,335.0,36.861,17.75,20.667,314.667,31.675,25.875,22.25,70.75,343.5,12.293,172.0,55.667,24.0,285.0
2004-10-29,324.375,33.078,18.875,19.667,280.333,29.23,21.0,21.0,65.375,401.667,11.905,128.1,44.5,22.667,270.0
2004-11-30,253.8,26.833,17.167,16.75,205.75,28.0,21.0,18.833,56.7,399.25,10.75,122.321,35.375,21.625,213.5
2004-12-31,198.167,23.705,14.167,17.333,227.25,21.984,21.875,18.5,49.833,373.333,10.56,109.75,28.375,22.167,171.929
2005-01-31,243.667,24.371,14.833,18.25,214.875,23.206,23.333,18.333,54.667,301.5,10.734,100.948,42.083,20.5,195.35
2005-02-28,210.5,18.82,15.25,17.313,201.667,22.264,22.8,18.1,52.0,249.5,9.362,84.917,37.5,19.813,136.875
2005-03-31,318.9,24.813,15.167,19.833,304.5,26.932,28.5,23.875,73.3,294.167,8.488,109.643,57.0,23.333,226.0
2005-04-29,294.667,34.125,16.333,21.313,286.125,29.807,26.4,23.3,78.333,314.375,9.986,98.833,51.0,25.5,290.875
2005-05-31,223.987,32.5,16.375,21.75,191.403,32.057,28.5,23.0,66.668,266.0,9.386,82.583,40.833,24.333,213.125
2005-06-30,213.461,28.4,16.0,21.953,174.533,32.346,28.472,23.082,61.161,284.25,9.786,76.214,34.0,25.435,184.2
2005-07-29,220.313,26.833,16.125,18.665,159.333,33.875,25.625,21.095,50.17,294.058,10.5,60.625,36.5,24.803,167.063
2005-08-31,226.395,27.5,15.938,18.541,151.367,28.0,26.5,20.986,46.992,282.885,9.0,57.366,33.125,28.946,178.75
2005-09-30,150.457,18.0,15.625,16.792,106.312,26.167,20.402,19.65,44.667,228.68,8.833,42.333,30.0,25.471,129.8
2005-10-31,179.46,26.75,16.0,15.563,131.866,26.833,20.25,20.5,48.69,235.938,10.333,57.8,35.833,27.875,121.95
2005-11-30,153.358,24.0,15.5,12.719,98.518,24.625,14.95,18.925,38.573,178.375,11.625,50.321,31.625,27.875,99.0
2005-12-30,135.308,23.5,14.167,12.417,90.336,24.5,15.5,17.0,39.138,168.75,10.75,52.417,28.0,28.5,95.125
2006-01-31,104.726,25.333,15.0,11.75,78.167,23.75,14.333,16.0,38.479,140.875,10.5,44.8,25.668,23.0,99.375
2006-02-28,63.57,22.375,14.375,11.625,54.583,22.625,14.438,15.438,30.744,111.333,11.5,32.6,22.001,25.5,72.25
2006-03-31,89.875,22.125,14.833,14.313,83.534,22.8,15.5,18.438,43.755,117.333,14.125,41.929,30.336,30.833,93.042
2006-04-28,68.526,21.5,14.125,13.813,73.327,23.25,15.344,18.125,41.929,110.875,13.667,39.458,32.501,27.083,85.542
2006-05-31,101.946,24.875,15.667,13.917,97.167,24.125,15.719,19.2,58.068,127.438,15.667,55.333,42.336,27.292,150.25
2006-06-30,83.464,30.833,14.667,16.188,91.841,30.0,17.958,22.333,49.499,145.833,20.125,54.25,59.251,28.938,215.9
2006-07-31,65.369,23.25,13.667,13.167,74.105,23.667,15.188,18.667,34.26,112.708,15.75,41.583,38.001,25.333,154.188
2006-08-31,61.1,21.5,15.333,13.438,64.4,21.333,15.396,18.417,29.6,108.167,13.875,39.3,38.168,24.875,126.9
2006-09-29,67.188,20.5,16.167,12.5,74.0,22.167,15.625,16.531,35.188,101.625,14.167,43.083,44.752,31.5,131.417
2006-10-31,57.732,15.3,13.375,11.917,66.583,16.877,20.0,15.835,29.778,78.743,12.836,40.208,33.5,25.0,110.458
2006-11-30,59.721,13.688,14.08,9.0,67.643,15.5,14.25,12.25,30.821,74.25,9.835,39.857,32.51,20.34,111.951
2006-12-29,54.5,9.5,12.125,7.0,62.083,12.003,12.505,10.835,27.071,70.32,8.502,33.0,24.0,18.67,92.333
2007-01-31,54.75,11.375,12.845,6.167,64.786,12.127,12.813,11.893,29.786,69.658,9.376,34.288,29.75,23.75,96.5
2007-02-28,54.732,11.125,12.313,5.833,64.071,11.876,12.465,12.421,31.411,71.749,9.626,37.5,23.667,30.25,110.75
2007-03-30,47.889,11.625,10.829,6.5,55.369,11.751,11.889,10.718,28.627,74.0,8.376,35.617,22.333,29.239,105.625
2007-04-30,41.914,8.5,10.267,6.167,50.333,11.501,10.75,8.375,23.986,65.075,5.168,31.95,18.45,24.726,101.001
2007-05-31,37.85,8.231,10.5,7.0,45.479,10.376,10.975,9.325,21.25,57.675,5.626,30.5,14.769,26.49,89.001
2007-06-29,46.031,8.333,10.45,7.667,54.933,9.876,12.25,10.602,25.88,69.28,5.376,34.375,17.575,25.919,88.377
2007-07-31,82.1,17.84,15.4,22.5,106.55,18.167,23.939,25.822,44.583,151.005,8.502,61.404,44.0,42.995,136.225
2007-08-31,72.165,20.678,16.907,20.0,96.561,24.667,26.658,28.279,44.997,127.625,10.834,70.913,36.975,45.845,133.497
2007-09-28,54.165,22.152,12.838,14.333,80.02,22.835,18.683,19.79,36.17,98.675,10.836,60.236,33.015,30.67,118.019
2007-10-31,56.0,19.338,13.828,15.167,83.005,22.001,22.287,17.734,33.926,95.269,8.669,60.675,26.196,29.457,106.995
2007-11-30,71.175,52.518,28.866,20.833,101.5,47.168,31.105,36.954,51.75,79.871,17.502,83.67,49.206,35.633,124.896
2007-12-31,71.571,52.368,27.328,27.75,94.371,49.251,45.066,38.942,52.477,110.696,16.001,78.876,57.409,48.297,114.663
2008-01-31,95.071,85.645,52.566,46.685,134.213,60.668,67.675,56.985,79.619,131.84,30.502,102.609,118.084,68.769,146.97
2008-02-29,105.458,119.878,44.078,54.467,143.5,78.834,73.579,67.805,86.375,182.559,41.5,113.67,154.647,87.431,181.006
2008-03-31,123.236,132.542,59.296,67.604,167.4,98.169,78.49,81.513,92.667,184.35,49.168,124.906,159.702,85.802,248.018
2008-04-30,70.254,84.665,37.888,35.711,107.373,55.501,48.328,49.389,55.665,141.843,20.668,81.51,95.731,54.033,170.174
2008-05-30,59.995,90.335,30.68,41.673,79.863,45.17,61.723,69.714,51.274,162.02,26.002,65.17,120.04,54.206,176.765
2008-06-30,84.0,116.119,40.147,60.054,116.168,57.272,68.503,81.865,79.239,200.965,35.504,85.333,152.183,78.709,237.338
2008-07-31,86.067,118.505,43.162,40.731,108.485,57.004,64.279,77.863,73.175,162.424,34.504,77.833,122.353,77.729,190.018
2008-08-29,94.764,145.66,43.794,50.538,115.175,65.001,89.094,100.368,83.411,180.0,48.503,111.688,135.023,99.36,197.848
2008-09-30,138.175,183.65,90.657,61.614,160.5,107.002,146.706,127.667,107.318,212.599,53.035,246.386,173.04,120.758,225.717
2008-10-31,322.213,414.632,182.345,136.298,310.54,294.669,381.603,208.198,306.919,500.0,165.002,653.919,355.131,212.366,467.863
2008-11-28,307.525,493.877,207.06,166.68,312.84,392.502,377.69,255.842,300.015,402.266,197.419,809.306,437.922,263.514,426.985
2008-12-31,274.028,510.194,183.4,174.609,283.15,435.117,309.299,197.224,269.358,390.471,233.097,842.351,428.04,244.398,414.261
2009-01-30,307.25,496.292,212.024,205.764,335.8,419.381,341.926,226.045,320.75,411.057,256.83,836.274,416.557,234.307,433.412
2009-02-27,363.98,596.169,237.089,228.584,430.288,522.202,440.714,270.951,438.5,448.325,361.667,859.361,455.553,276.421,488.939
2009-03-31,276.667,499.56,185.081,138.727,364.957,398.001,329.962,214.441,353.173,366.632,260.616,528.214,355.622,226.758,392.93
2009-04-30,224.737,392.844,118.168,114.847,261.5,296.51,239.259,150.099,268.305,283.941,183.501,368.485,236.445,167.937,292.104
2009-05-29,144.08,314.806,109.79,71.06,180.898,233.412,143.399,95.435,178.75,209.107,163.003,289.572,214.553,104.856,249.029
2009-06-30,139.254,388.146,95.253,71.541,165.638,297.223,189.573,94.81,174.832,209.007,149.835,324.939,195.524,101.956,238.621
2009-07-31,105.539,265.457,74.478,42.353,136.596,236.132,118.007,58.325,138.01,154.641,109.501,245.06,135.47,63.476,185.371
2009-08-31,109.809,238.797,60.695,48.531,137.565,224.785,116.109,76.892,150.426,166.382,102.336,252.609,134.52,56.161,179.396
